recommendedVideoURL,top20,recommendedAuthor,recommendedTitle,thumbnail,step,amount,equivalent,related,unrelated
https://youtube.com/watch?v=BtN-goy9VOY,TRUE,Kurzgesagt – In a Nutshell,El Coronavirus Explicado & Qué Deberías Hacer,https://i.ytimg.com/vi/BtN-goy9VOY/mqdefault.jpg,English,89,x,,
https://youtube.com/watch?v=Kas0tIxDvrg,TRUE,3Blue1Brown,Exponential growth and epidemics,https://i.ytimg.com/vi/Kas0tIxDvrg/mqdefault.jpg,English,10,,x,
https://youtube.com/watch?v=d0yGdNEWdn0,TRUE,TEDx Talks,Cómo aprender cualquier idioma en seis meses | Chris Lonsdale | TEDxLingnanUniversity,https://i.ytimg.com/vi/d0yGdNEWdn0/mqdefault.jpg,English,2,,,x
https://youtube.com/watch?v=OOJqHPfG7pA,TRUE,Science Insider,"What Coronavirus Symptoms Look Like, Day By Day",https://i.ytimg.com/vi/OOJqHPfG7pA/mqdefault.jpg,English,88,x,,
https://youtube.com/watch?v=-PUT0hZiZEw,TRUE,El Traductor de Ingeniería,Te Explico POR QUÉ estoy PREOCUPADO | [COVID-19],https://i.ytimg.com/vi/-PUT0hZiZEw/mqdefault.jpg,English,1,x,,
https://youtube.com/watch?v=1eL7llVPuJg,TRUE,Kroger Culinary 411,Culinary 411 - Basic Knife Skills,https://i.ytimg.com/vi/1eL7llVPuJg/mqdefault.jpg,English,2,,,x
https://youtube.com/watch?v=6Af6b_wyiwI,TRUE,TED,Bill Gates: ¿La próxima epidemia? No estamos listos,https://i.ytimg.com/vi/6Af6b_wyiwI/mqdefault.jpg,English,37,,x,
https://youtube.com/watch?v=2bI5pQGXl2o,TRUE,The Telegraph,What happens to your body when you get coronavirus,https://i.ytimg.com/vi/2bI5pQGXl2o/mqdefault.jpg,English,59,x,,
https://youtube.com/watch?v=XI6M4a0bEZY,TRUE,TED en Español,Cómo conquistamos el virus de la letal viruela - Simona Zompi,https://i.ytimg.com/vi/XI6M4a0bEZY/mqdefault.jpg,English,4,,x,
https://youtube.com/watch?v=TPpoJGYlW54,TRUE,Vox,How wildlife trade is linked to coronavirus,https://i.ytimg.com/vi/TPpoJGYlW54/mqdefault.jpg,English,50,x,,
https://youtube.com/watch?v=E8evf10Iwbg,TRUE,ProTrainings UK,Coronavirus Signs and Symptoms,https://i.ytimg.com/vi/E8evf10Iwbg/mqdefault.jpg,English,13,x,,
https://youtube.com/watch?v=2JsWf-2nN1Y,TRUE,Guardian News,Coronavirus: how do I know if I’m infected and what happens next?,https://i.ytimg.com/vi/2JsWf-2nN1Y/mqdefault.jpg,English,88,x,,
https://youtube.com/watch?v=Zi_XLOBDo_Y,TRUE,Michael Jackson,Michael Jackson - Billie Jean (Official Video),https://i.ytimg.com/vi/Zi_XLOBDo_Y/mqdefault.jpg,English,1,,,x
https://youtube.com/watch?v=vdx4Jo0GCRU,TRUE,Sky News,Coronavirus: Italian city’s warning to the rest of the world,https://i.ytimg.com/vi/vdx4Jo0GCRU/mqdefault.jpg,English,64,x,,
https://youtube.com/watch?v=G9oqvJ3iXGI,TRUE,Channel 4 News,Coronavirus survivor reveals what it’s like to have Covid-19,https://i.ytimg.com/vi/G9oqvJ3iXGI/mqdefault.jpg,English,88,x,,
https://youtube.com/watch?v=1APwq1df6Mw,TRUE,World Health Organization (WHO),How to protect yourself against COVID-19,https://i.ytimg.com/vi/1APwq1df6Mw/mqdefault.jpg,English,21,x,,
https://youtube.com/watch?v=T7TGH2rO9-Y,TRUE,TRT World,My coronavirus story: a survivor shares her story,https://i.ytimg.com/vi/T7TGH2rO9-Y/mqdefault.jpg,English,83,x,,
https://youtube.com/watch?v=ek3T8xiu1Fw,TRUE,CNBC,The Race To Develop A Coronavirus Vaccine,https://i.ytimg.com/vi/ek3T8xiu1Fw/mqdefault.jpg,English,15,x,,
https://youtube.com/watch?v=z2KpsZRpoZ8,TRUE,The New York Times,‘Brace Yourself’: Doctors in Italy Share Coronavirus Advice | NYT News,https://i.ytimg.com/vi/z2KpsZRpoZ8/mqdefault.jpg,English,45,x,,
https://youtube.com/watch?v=Z3i1qyZOumc,TRUE,TIME,Watch Live: President Trump and Coronavirus Task Force Hold Press Briefing | TIME,https://i.ytimg.com/vi/Z3i1qyZOumc/mqdefault.jpg,English,1,x,,
https://youtube.com/watch?v=qcT_IPrEvl0,FALSE,ITV News,Coronavirus: Positive signs for Italy but situation in Spain worsens | ITV News,https://i.ytimg.com/vi/qcT_IPrEvl0/mqdefault.jpg,English,21,x,,
https://youtube.com/watch?v=tbAYN9zKIJQ,FALSE,Good Morning Britain,Coronavirus Survivor Describes His Experience | Good Morning Britain,https://i.ytimg.com/vi/tbAYN9zKIJQ/mqdefault.jpg,English,21,x,,
https://youtube.com/watch?v=dSQztKXR6k0,FALSE,Vox,Why fighting the coronavirus depends on you,https://i.ytimg.com/vi/dSQztKXR6k0/mqdefault.jpg,English,22,x,,
https://youtube.com/watch?v=DBgdxv9WQ_k,FALSE,Guardian News,Coronavirus: US task force deliver daily briefing at White House – watch live,https://i.ytimg.com/vi/DBgdxv9WQ_k/mqdefault.jpg,English,1,x,,
https://youtube.com/watch?v=tmCjJsVCPlI,FALSE,USA TODAY,White House addresses coronavirus as unemployment claims hit record high (LIVE) | USA TODAY,https://i.ytimg.com/vi/tmCjJsVCPlI/mqdefault.jpg,English,1,x,,
https://youtube.com/watch?v=tlM8pPotJQQ,FALSE,The Infographics Show,Why Spanish Flu Killed Over 50 Million People - Deadliest Plague in Modern History,https://i.ytimg.com/vi/tlM8pPotJQQ/mqdefault.jpg,English,5,,x,
https://youtube.com/watch?v=Wak8UQebNDs,FALSE,CBS This Morning,"Coronavirus patients describe symptoms, battle for recovery",https://i.ytimg.com/vi/Wak8UQebNDs/mqdefault.jpg,English,28,x,,
https://youtube.com/watch?v=bE68xVXf8Kw,FALSE,The New York Times,‘People Are Dying’: Battling Coronavirus Inside a N.Y.C. Hospital | NYT News,https://i.ytimg.com/vi/bE68xVXf8Kw/mqdefault.jpg,English,3,x,,
https://youtube.com/watch?v=uOruI8Rs0pg,FALSE,Fox News,"Live: President Trump, Coronavirus Task Force hold White House briefing",https://i.ytimg.com/vi/uOruI8Rs0pg/mqdefault.jpg,English,1,x,,
https://youtube.com/watch?v=YH1dDBKbKUg,FALSE,China Uncensored,Coronavirus: China May See a 2nd Wave of Infections,https://i.ytimg.com/vi/YH1dDBKbKUg/mqdefault.jpg,English,39,x,,
https://youtube.com/watch?v=agvHuHugb0k,FALSE,The Daily Show with Trevor Noah,Trump’s Bulls**t Corona Cure & Sad Spring Breakers | The Daily Social Distancing Show,https://i.ytimg.com/vi/agvHuHugb0k/mqdefault.jpg,English,18,,x,
https://youtube.com/watch?v=qNkjJHliMZo,FALSE,BBC News,Coronavirus: Do face masks work? - BBC News,https://i.ytimg.com/vi/qNkjJHliMZo/mqdefault.jpg,English,30,x,,
https://youtube.com/watch?v=7Orjss318Io,FALSE,The Daily Show with Trevor Noah,Trevor’s Extended Thoughts on Trump’s Initial Response to Coronavirus  | The Daily Show,https://i.ytimg.com/vi/7Orjss318Io/mqdefault.jpg,English,7,x,,
https://youtube.com/watch?v=DSuwaZEF9ZY,FALSE,BBC News,Coronavirus: How bad is the situation in Europe? - BBC News,https://i.ytimg.com/vi/DSuwaZEF9ZY/mqdefault.jpg,English,42,x,,
https://youtube.com/watch?v=-42A0q4QKjg,FALSE,CBS Evening News,How close are we to finding a coronavirus treatment?,https://i.ytimg.com/vi/-42A0q4QKjg/mqdefault.jpg,English,6,x,,
https://youtube.com/watch?v=en7WdN5_6MI,FALSE,DW News,How will the Coronavirus change global politics? | DW Analysis,https://i.ytimg.com/vi/en7WdN5_6MI/mqdefault.jpg,English,5,x,,
https://youtube.com/watch?v=25FXVWqg5C4,FALSE,DW News,Coronavirus update: Spain rushes to build hospitals as cases surge | DW News,https://i.ytimg.com/vi/25FXVWqg5C4/mqdefault.jpg,English,5,x,,
https://youtube.com/watch?v=SgU99jx6ghc,FALSE,London Real,EVERYTHING IS CORONAVIRUS! Will Covid-19 Destroy The World Economy As We Know It? | David Icke,https://i.ytimg.com/vi/SgU99jx6ghc/mqdefault.jpg,English,3,x,,
https://youtube.com/watch?v=6sOUg4Tg6kE,FALSE,UrduPoint.com,What Is The Difference Between Normal Flu & Coronavirus? | Watch Important Video,https://i.ytimg.com/vi/6sOUg4Tg6kE/mqdefault.jpg,English,48,x,,
https://youtube.com/watch?v=F8aueQXQ2H4,FALSE,MSNBC,First Person To Test Coronavirus Vaccine Speaks Out | The Beat With Ari Melber | MSNBC,https://i.ytimg.com/vi/F8aueQXQ2H4/mqdefault.jpg,English,3,x,,
https://youtube.com/watch?v=fiCz6P2N3VQ,TRUE,DB Live,"din bhar ki khabar | news of the day, hindi news india | top news | latest news | modi #DBLIVE",https://i.ytimg.com/vi/fiCz6P2N3VQ/mqdefault.jpg,English,2,x,,
https://youtube.com/watch?v=fp2_rlv-Xac,TRUE,Revista Semana,Coronavirus: “Estaríamos llegando a 800 fallecidos para el 20 de abril”,https://i.ytimg.com/vi/fp2_rlv-Xac/mqdefault.jpg,English,2,x,,
https://youtube.com/watch?v=IKnb5wEaQtA,TRUE,Yahoo Finance,LIVE: The White House Coronavirus Task Force holds latest news conference,https://i.ytimg.com/vi/IKnb5wEaQtA/mqdefault.jpg,English,1,x,,
https://youtube.com/watch?v=ehNhVKPaMgY,TRUE,NBC News,"Watch Full Coronavirus Coverage: U.S. Response, Global Impact - March 26 | NBC News Now",https://i.ytimg.com/vi/ehNhVKPaMgY/mqdefault.jpg,English,8,x,,
https://youtube.com/watch?v=yifZtA3uF-E,TRUE,Downshiftology,POACHED EGGS | how to poach an egg (perfectly),https://i.ytimg.com/vi/yifZtA3uF-E/mqdefault.jpg,English,3,,,x
https://youtube.com/watch?v=5CRxyHU9Oxo,TRUE,Doctor Mike,Doctor Fact-Checks Media On Coronavirus,https://i.ytimg.com/vi/5CRxyHU9Oxo/mqdefault.jpg,English,7,x,,
https://youtube.com/watch?v=qNIMP5qeW3A,TRUE,ABC News (Australia),What is it like to actually have coronavirus? | 7.30,https://i.ytimg.com/vi/qNIMP5qeW3A/mqdefault.jpg,English,58,x,,
https://youtube.com/watch?v=I5-dI74zxPg,TRUE,Mark Rober,How To See Germs Spread (Coronavirus),https://i.ytimg.com/vi/I5-dI74zxPg/mqdefault.jpg,English,9,x,,
https://youtube.com/watch?v=-Jrke-VVB-c,TRUE,Global News,"Coronavirus outbreak: Trump, U.S. task force update on COVID-19 response | LIVE",https://i.ytimg.com/vi/-Jrke-VVB-c/mqdefault.jpg,English,1,x,,
https://youtube.com/watch?v=P_9DXEnEd-Q,TRUE,Dr. Finch’s Lab,Viruses vs. Bacteria | What’s The Difference?,https://i.ytimg.com/vi/P_9DXEnEd-Q/mqdefault.jpg,English,7,,x,
https://youtube.com/watch?v=sB5XW4exTFE,TRUE,Covenant Health,Pneumonia,https://i.ytimg.com/vi/sB5XW4exTFE/mqdefault.jpg,English,2,,x,
https://youtube.com/watch?v=LcvmtZTZi6c,TRUE,BBC News,Coronavirus: UK government unveils aid for self-employed - BBC News,https://i.ytimg.com/vi/LcvmtZTZi6c/mqdefault.jpg,English,1,x,,
https://youtube.com/watch?v=1Kkw39g1pCQ,FALSE,Sky News Australia,China ’willfully inflicted coronavirus upon the world’,https://i.ytimg.com/vi/1Kkw39g1pCQ/mqdefault.jpg,English,2,x,,
https://youtube.com/watch?v=xkyO1DTqoWQ,FALSE,CNN,"Dr. Fauci: You don’t make the timeline, the virus does",https://i.ytimg.com/vi/xkyO1DTqoWQ/mqdefault.jpg,English,2,x,,
https://youtube.com/watch?v=tK2SVBy3bEw,FALSE,ITV News,How these patients won their battle against coronavirus | ITV News,https://i.ytimg.com/vi/tK2SVBy3bEw/mqdefault.jpg,English,3,x,,
https://youtube.com/watch?v=mNB8zN5CQGc,FALSE,NBC News,Tracing The Origin Of The Coronavirus | NBC News NOW,https://i.ytimg.com/vi/mNB8zN5CQGc/mqdefault.jpg,English,17,x,,
https://youtube.com/watch?v=xNDCaoC5gXA,FALSE,Inside Edition,These Celebrities Have the Coronavirus,https://i.ytimg.com/vi/xNDCaoC5gXA/mqdefault.jpg,English,3,,x,
https://youtube.com/watch?v=6bTF0_GUsRg,FALSE,Sky News,Coronavirus: Have two-thirds of us already had it?,https://i.ytimg.com/vi/6bTF0_GUsRg/mqdefault.jpg,English,9,x,,
https://youtube.com/watch?v=vu4M_G-urqw,FALSE,BBC News,US students party on spring break despite coronavirus - BBC News,https://i.ytimg.com/vi/vu4M_G-urqw/mqdefault.jpg,English,3,x,,
https://youtube.com/watch?v=9619qaAjLq4,FALSE,The List,These Celebs Have Tested Positive For Coronavirus,https://i.ytimg.com/vi/9619qaAjLq4/mqdefault.jpg,English,2,,x,
https://youtube.com/watch?v=dkozG3IcXUU,FALSE,Channel 4 News,"Italian doctor on how virus ’exploded’, having coronavirus & how to fight it",https://i.ytimg.com/vi/dkozG3IcXUU/mqdefault.jpg,English,65,x,,
https://youtube.com/watch?v=eXJhvAtDVwI,FALSE,Sky News,Coronavirus: In Bergamo the sirens never stop,https://i.ytimg.com/vi/eXJhvAtDVwI/mqdefault.jpg,English,1,x,,
https://youtube.com/watch?v=-OdWMu_6jMg,FALSE,Good Morning America,Actor Idris Elba tests positive for coronavirus l GMA Digital,https://i.ytimg.com/vi/-OdWMu_6jMg/mqdefault.jpg,English,3,x,,
https://youtube.com/watch?v=lHYiE48DVA8,FALSE,ABC News,Spring break partiers refusing to isolate amid coronavirus crisis draw concerns | Nightline,https://i.ytimg.com/vi/lHYiE48DVA8/mqdefault.jpg,English,7,x,,
https://youtube.com/watch?v=9xZYSjZiETE,FALSE,Good Morning America,NBA star details coronavirus from isolation l GMA,https://i.ytimg.com/vi/9xZYSjZiETE/mqdefault.jpg,English,4,x,,
https://youtube.com/watch?v=NccmaDuCAcw,FALSE,DW News,How is Africa coping with the coronavirus pandemic? | DW News,https://i.ytimg.com/vi/NccmaDuCAcw/mqdefault.jpg,English,3,x,,
https://youtube.com/watch?v=9Z44stTd63U,FALSE,Good Morning Britain,Matt Hancock on Why Britain Isn’t In Lockdown and Can the NHS Cope? | Good Morning Britain,https://i.ytimg.com/vi/9Z44stTd63U/mqdefault.jpg,English,4,x,,
https://youtube.com/watch?v=SoC-EMmh8Yk,FALSE,BBC News,Queen still ’in good health’ - BBC News,https://i.ytimg.com/vi/SoC-EMmh8Yk/mqdefault.jpg,English,43,,x,
https://youtube.com/watch?v=Tq88pZ3qthY,FALSE,Channel 4 News,USA could be next virus epicentre - as it spreads through New York ‘like a bullet train’,https://i.ytimg.com/vi/Tq88pZ3qthY/mqdefault.jpg,English,12,,x,
https://youtube.com/watch?v=r5v3wHOlPcY,FALSE,Channels Television,"Coronavirus:  How Nigerians Are Surviving In Italy, UK",https://i.ytimg.com/vi/r5v3wHOlPcY/mqdefault.jpg,English,34,x,,
https://youtube.com/watch?v=Mo5muN_mpTc,FALSE,STAR NEWS 365,The Real Reason Why Prince Charles Is Apparently U.pset With Meghan Markle,https://i.ytimg.com/vi/Mo5muN_mpTc/mqdefault.jpg,English,3,,,x
https://youtube.com/watch?v=EJDYz2Cd9dE,FALSE,BBC News,Coronavirus: sharp rise in UK death toll as hospitals prepare for a surge in cases - BBC News,https://i.ytimg.com/vi/EJDYz2Cd9dE/mqdefault.jpg,English,50,x,,
https://youtube.com/watch?v=VNP30CyV7qo,FALSE,NBC News,Nightly News Full Broadcast (March 21st),https://i.ytimg.com/vi/VNP30CyV7qo/mqdefault.jpg,English,14,x,,
https://youtube.com/watch?v=MPONnXFCtCM,FALSE,BBC News,Coronavirus: UK restrictions could last a year - BBC News,https://i.ytimg.com/vi/MPONnXFCtCM/mqdefault.jpg,English,31,x,,
https://youtube.com/watch?v=9Auq9mYxFEE,FALSE,Sky News,Watch Sky News live,https://i.ytimg.com/vi/9Auq9mYxFEE/mqdefault.jpg,English,11,,x,
https://youtube.com/watch?v=qdU6RcFG_1k,FALSE,Sussex Daily News,Richard Kay: The Queen showed just How Cliched and Meaningless Harry and Meghan’s post,https://i.ytimg.com/vi/qdU6RcFG_1k/mqdefault.jpg,English,3,,,x
https://youtube.com/watch?v=9gb6KJYFJiw,FALSE,BBC News,Coronavirus: ’You must stay at home’ UK public told - BBC News,https://i.ytimg.com/vi/9gb6KJYFJiw/mqdefault.jpg,English,16,x,,
https://youtube.com/watch?v=CgBU_XWPZBY,FALSE,BBC News,Coronavirus: UK pubs and restaurants told to shut to fight virus - BBC News,https://i.ytimg.com/vi/CgBU_XWPZBY/mqdefault.jpg,English,23,x,,
https://youtube.com/watch?v=_HEuBY64XcE,FALSE,Sun News,Sun Seithigal | சன் செய்திகள் | காலை செய்திகள் | 26.03.2020 | Tamil News | Evening News | Sun News,https://i.ytimg.com/vi/_HEuBY64XcE/mqdefault.jpg,English,1,x,,
https://youtube.com/watch?v=O2QvxdbaMP8,FALSE,BBC News,Coronavirus: Thousands volunteer to help NHS with vulnerable - BBC News,https://i.ytimg.com/vi/O2QvxdbaMP8/mqdefault.jpg,English,19,x,,
https://youtube.com/watch?v=ALRLihS19kQ,FALSE,RegisteredNurseRN,"Coronavirus COVID-19 Symptoms, Causes, Prevention Nursing Review",https://i.ytimg.com/vi/ALRLihS19kQ/mqdefault.jpg,English,2,x,,
https://youtube.com/watch?v=Qzxmy58z4EY,FALSE,Guardian News,Coronavirus: Boris Johnson and housing secretary daily briefing on outbreak in UK – watch live,https://i.ytimg.com/vi/Qzxmy58z4EY/mqdefault.jpg,English,1,x,,
https://youtube.com/watch?v=hNSIsdiGPzw,FALSE,BBC News,Coronavirus: Strains on the benefits system & international virus response - BBC News,https://i.ytimg.com/vi/hNSIsdiGPzw/mqdefault.jpg,English,1,x,,
https://youtube.com/watch?v=BBz-Jyr23M4,FALSE,Andy Guitar,Guitar Lesson 1 - Absolute Beginner? Start Here! [Free 10 Day Starter Course],https://i.ytimg.com/vi/BBz-Jyr23M4/mqdefault.jpg,English,2,,,x
https://youtube.com/watch?v=NIH1CwmswLY,FALSE,BBC News,"Coronavirus: Take social distancing advice seriously, Boris Johnson tells UK - BBC News",https://i.ytimg.com/vi/NIH1CwmswLY/mqdefault.jpg,English,12,x,,
https://youtube.com/watch?v=GUWKL3Fu9WA,FALSE,BBC News,"Global coronavirus cases surpassed 400,000  - BBC News",https://i.ytimg.com/vi/GUWKL3Fu9WA/mqdefault.jpg,English,35,x,,
https://youtube.com/watch?v=7oCWTobg6Zg,FALSE,NBC News,"NBC Nightly News Broadcast (Full) - March 25rd, 2020 | NBC Nightly News",https://i.ytimg.com/vi/7oCWTobg6Zg/mqdefault.jpg,English,2,x,,
https://youtube.com/watch?v=5cfRaYo4I-o,FALSE,ABP NEWS,Baba Ramdev Explains How To Test For Corona At Home | ABP News,https://i.ytimg.com/vi/5cfRaYo4I-o/mqdefault.jpg,English,3,x,,
https://youtube.com/watch?v=7Agd2SnLM84,FALSE,Channel 4 News,Coronavirus panic buyers ‘should be ashamed’ says NHS Director as world leaders call for calm,https://i.ytimg.com/vi/7Agd2SnLM84/mqdefault.jpg,English,14,x,,
https://youtube.com/watch?v=hcPXrMpROsg,FALSE,CBC News,COVID-19 update: Trudeau warns of potential enforcement measures,https://i.ytimg.com/vi/hcPXrMpROsg/mqdefault.jpg,English,1,x,,
https://youtube.com/watch?v=oSX2AxJJgpE,FALSE,Channel 4 News,UK gov coronavirus update: Johnson promises to ramp up testing - 25th March,https://i.ytimg.com/vi/oSX2AxJJgpE/mqdefault.jpg,English,4,x,,
https://youtube.com/watch?v=vwZJGK5HoAg,FALSE,CBS Chicago,"Foggy Morning, Sunny Day Ahead",https://i.ytimg.com/vi/vwZJGK5HoAg/mqdefault.jpg,English,21,,,x
https://youtube.com/watch?v=Q1AXa9vnydE,FALSE,MSNBC,"Deaths In United States Linked To Coronavirus Surpass 1,000 | Morning Joe | MSNBC",https://i.ytimg.com/vi/Q1AXa9vnydE/mqdefault.jpg,English,1,x,,
https://youtube.com/watch?v=gOTC4grU35c,FALSE,NBC News,"Meet The Press Broadcast (Full) - March 22nd, 2020 | Meet The Press | NBC News",https://i.ytimg.com/vi/gOTC4grU35c/mqdefault.jpg,English,1,x,,
https://youtube.com/watch?v=ttPe6kjfH8w,FALSE,CBS Evening News,N.Y. Governor Andrew Cuomo demands thousands of ICU beds and ventilators,https://i.ytimg.com/vi/ttPe6kjfH8w/mqdefault.jpg,English,3,x,,
https://youtube.com/watch?v=wvyEKf_TOS8,FALSE,Sky News,Coronavirus: ’We won’t rule out tougher restrictions’,https://i.ytimg.com/vi/wvyEKf_TOS8/mqdefault.jpg,English,1,x,,
https://youtube.com/watch?v=KT6E9hDTotE,FALSE,Dr. John Campbell,Monday 23 March Update,https://i.ytimg.com/vi/KT6E9hDTotE/mqdefault.jpg,English,1,x,,
https://youtube.com/watch?v=Cx8hwfRAVTs,FALSE,12 News,Coronavirus in Arizona update for March 25,https://i.ytimg.com/vi/Cx8hwfRAVTs/mqdefault.jpg,English,3,x,,
https://youtube.com/watch?v=aQh9eDcS1-0,FALSE,NotomysLyrics,Lord Huron - The Night We Met LYRICS,https://i.ytimg.com/vi/aQh9eDcS1-0/mqdefault.jpg,English,1,,,x
https://youtube.com/watch?v=JJsqVMRSW-8,FALSE,Aaj Tak,Coronavirus की Inside Story! | Vardaat with Shams Tahir Khan,https://i.ytimg.com/vi/JJsqVMRSW-8/mqdefault.jpg,English,3,x,,
https://youtube.com/watch?v=sjDuwc9KBps,FALSE,Jeffrey VanWingen,PSA Safe Grocery Shopping in COVID-19 Pandemic – UPDATED!!!,https://i.ytimg.com/vi/sjDuwc9KBps/mqdefault.jpg,English,1,x,,
https://youtube.com/watch?v=8pY8qewPDoY,FALSE,Taj Tracks,Reece - Last Time (Lyrics),https://i.ytimg.com/vi/8pY8qewPDoY/mqdefault.jpg,English,1,,,x
https://youtube.com/watch?v=dKbf9l-pycc,FALSE,BBC News,Coronavirus: Calls for personal protection equipment for frontline medical staff - BBC News,https://i.ytimg.com/vi/dKbf9l-pycc/mqdefault.jpg,English,3,x,,
https://youtube.com/watch?v=jPaOjHHy19s,FALSE,Ali Gatie,Moonlight,https://i.ytimg.com/vi/jPaOjHHy19s/mqdefault.jpg,English,1,,,x
https://youtube.com/watch?v=BoJNpbolnpc,FALSE,Mel Robbins,Day 5: Surviving living with your family without going crazy | Mel Robbins,https://i.ytimg.com/vi/BoJNpbolnpc/mqdefault.jpg,English,16,,x,
https://youtube.com/watch?v=4EQkYVtE-28,FALSE,Post Malone,Circles,https://i.ytimg.com/vi/4EQkYVtE-28/mqdefault.jpg,English,1,,,x
https://youtube.com/watch?v=98EZ7m0ZWog,FALSE,Authentic Music,Harry Styles - Adore You (Lyrics),https://i.ytimg.com/vi/98EZ7m0ZWog/mqdefault.jpg,English,1,,,x
https://youtube.com/watch?v=FrSRc0Q1N7M,FALSE,The Lallantop,Former RBI Governor Raghuram Rajan ने बताया coronavirus का असर इकॉनमी पर कैसे पड़ा,https://i.ytimg.com/vi/FrSRc0Q1N7M/mqdefault.jpg,English,6,x,,
https://youtube.com/watch?v=m08i8oXpFB0,TRUE,John Kirkwood,How to make French Baguettes at home,https://i.ytimg.com/vi/m08i8oXpFB0/mqdefault.jpg,English,3,,,x
https://youtube.com/watch?v=gGElJBMTmHU,TRUE,Padeiro de Apartamento,Pão italiano artesanal sem sovar |,https://i.ytimg.com/vi/gGElJBMTmHU/mqdefault.jpg,English,1,,,x
https://youtube.com/watch?v=gTeNTl74ajk,TRUE,Culinária #Marilene Sarah Fialho,Queijo Parmesão Feito em Casa (Receitinha da Roça).,https://i.ytimg.com/vi/gTeNTl74ajk/mqdefault.jpg,English,1,,,x
https://youtube.com/watch?v=qsiH_xZI31E,TRUE,Mindá doces,PIPOCA GOURMET!!!  (ESTOURANDO O MILHO NA PIPOQUEIRA ELÉTRICA),https://i.ytimg.com/vi/qsiH_xZI31E/mqdefault.jpg,English,1,,,x
https://youtube.com/watch?v=I0t8ZAhb8lQ,TRUE,Jenny Can Cook,Faster No Knead Bread - So Easy ANYONE can make (but NO BOILING WATER!!),https://i.ytimg.com/vi/I0t8ZAhb8lQ/mqdefault.jpg,English,3,,,x
https://youtube.com/watch?v=ixRnWWjCc1Q,TRUE,OFICINA CAIPIRA do Pereira,Quando a Ideia é Boa Fica Fácil Ganhar Dinheiro #To earn money,https://i.ytimg.com/vi/ixRnWWjCc1Q/mqdefault.jpg,English,1,,,x
https://youtube.com/watch?v=2rLoPBPa2Z0,TRUE,The Economist,The new coronavirus: how should the world respond? |,https://i.ytimg.com/vi/2rLoPBPa2Z0/mqdefault.jpg,English,14,x,,
https://youtube.com/watch?v=9wzc6nFKimI,TRUE,The Sun,Coronavirus sufferer reveals what it’s like to have the disease,https://i.ytimg.com/vi/9wzc6nFKimI/mqdefault.jpg,English,51,x,,
https://youtube.com/watch?v=YZhlERSAm3A,TRUE,NJTV News,WATCH LIVE: State officials hold March 26 coronavirus briefing,https://i.ytimg.com/vi/YZhlERSAm3A/mqdefault.jpg,English,1,x,,
https://youtube.com/watch?v=O8M7QAl1sFA,TRUE,BBC News,Coronavirus delays Russian vote on Putin staying in power - BBC News,https://i.ytimg.com/vi/O8M7QAl1sFA/mqdefault.jpg,English,2,x,,
https://youtube.com/watch?v=nPfiM42MRzc,TRUE,HSE Ireland,COVID-19 - Symptoms and what to do,https://i.ytimg.com/vi/nPfiM42MRzc/mqdefault.jpg,English,2,x,,
https://youtube.com/watch?v=RDiwk2zO2nI,TRUE,London Real,DR JOHN CAMPBELL - THE CORONAVIRUS EXPERT: How To Make Sure You Survive The COVID-19 Pandemic,https://i.ytimg.com/vi/RDiwk2zO2nI/mqdefault.jpg,English,1,x,,
https://youtube.com/watch?v=ouXhrtz-1Mk,TRUE,New Jersey Office of the Governor,Holding a COVID-19 briefing. WATCH:,https://i.ytimg.com/vi/ouXhrtz-1Mk/mqdefault.jpg,English,1,x,,
https://youtube.com/watch?v=F0b9n7M23hk,TRUE,CGTN,Coronavirus symptoms: Are you really infected? - AnswerBank Ep.1,https://i.ytimg.com/vi/F0b9n7M23hk/mqdefault.jpg,English,5,x,,
https://youtube.com/watch?v=-s6azk6Xy1s,TRUE,Rede TVT,🔴Bolsonaro inclui culto como serviço essencial – Lula fala de impeachment de Bolsonaro -BPT 26.03.20,https://i.ytimg.com/vi/-s6azk6Xy1s/mqdefault.jpg,English,1,,,x
https://youtube.com/watch?v=CxQPCfeywXQ,TRUE,Maych TV,I HAVE CORONAVIRUS (SYMPTOMS AND TIMELINE),https://i.ytimg.com/vi/CxQPCfeywXQ/mqdefault.jpg,English,11,x,,
https://youtube.com/watch?v=ZezntM6IAvU,TRUE,Apollo Hospitals,Coronavirus in Tamil | Dr. V Ramasubramanian | Apollo Hospitals,https://i.ytimg.com/vi/ZezntM6IAvU/mqdefault.jpg,English,3,x,,
https://youtube.com/watch?v=5J6-N9_9yxA,FALSE,Provincial Health Services Authority (PHSA),Symptoms of COVID-19 coronavirus,https://i.ytimg.com/vi/5J6-N9_9yxA/mqdefault.jpg,English,1,x,,
https://youtube.com/watch?v=BDlE4aUT9tw,FALSE,Apollo Hospitals,Coronavirus Symptoms & Myths | Dr. Rajib Paul Apollo Hospitals,https://i.ytimg.com/vi/BDlE4aUT9tw/mqdefault.jpg,English,7,x,,
https://youtube.com/watch?v=m9Dmf7wcOnE,FALSE,The List,"How To Tell If It’s Coronavirus, The Flu, A Cold, Or Allergies",https://i.ytimg.com/vi/m9Dmf7wcOnE/mqdefault.jpg,English,16,x,,
