login,uxLang,recommendedVideoId,recommendedAuthor,recommendedForYou,pseudonym,isAPItoo,step
true,es,sCVBHktfizc,新唐人電視臺,false,nachos-taco-manicotti,false,Chinese
true,es,Kas0tIxDvrg,3Blue1Brown,true,nachos-taco-manicotti,false,Chinese
true,es,-PUT0hZiZEw,El Traductor de Ingeniería,true,nachos-taco-manicotti,true,Chinese
true,es,XQ_LkR_zqgc,El Mapa de Sebas,true,nachos-taco-manicotti,false,Chinese
true,es,iywaBOMvYLI,System Of A Down,true,nachos-taco-manicotti,false,Chinese
true,es,5FemcGdN3Xw&t=24s,El Traductor de Ingeniería,true,nachos-taco-manicotti,false,Chinese
true,es,fRseMUZ2NOM,Learn English With TV Series,true,nachos-taco-manicotti,false,Chinese
true,es,8nTFjVm9sTQ,Radiohead,true,nachos-taco-manicotti,false,Chinese
true,es,z5VyCp_1YnA,AuronPlay,true,nachos-taco-manicotti,false,Chinese
true,es,6Af6b_wyiwI,TED,true,nachos-taco-manicotti,false,Chinese
true,es,1G4isv_Fylg,Coldplay,true,nachos-taco-manicotti,false,Chinese
true,es,IyeUGuXYuVU,BBC News 中文,false,nachos-taco-manicotti,true,Chinese
true,es,k7k7iQKhYFg,cheap,false,nachos-taco-manicotti,true,Chinese
true,es,QH680p8Aor0,BBC News 中文,false,nachos-taco-manicotti,true,Chinese
true,es,YznOe67DXlc,台視新聞 TTV NEWS,false,nachos-taco-manicotti,false,Chinese
true,es,RyNfweT_Jv4,BBC News 中文,false,nachos-taco-manicotti,true,Chinese
true,es,yNCEqTqRR_w,VS MEDIA Taiwan,false,nachos-taco-manicotti,true,Chinese
true,es,0u3xH5MN12k,BBC News 中文,false,nachos-taco-manicotti,true,Chinese
true,es,NRuho_2jWog,BBC News 中文,false,nachos-taco-manicotti,false,Chinese
true,es,ZDFe-loITh0,BBC News 中文,false,nachos-taco-manicotti,true,Chinese
true,es,tmCjJsVCPlI,USA TODAY,false,nachos-taco-manicotti,false,Chinese
true,es,L5KTPCvY4Zk,關鍵時刻,false,nachos-taco-manicotti,false,Chinese
true,es,BVVmGSAnYv0,Jerry Kowal 我是郭杰瑞,false,nachos-taco-manicotti,false,Chinese
true,es,wtga4sF1bXQ,這!不是新聞,false,nachos-taco-manicotti,false,Chinese
true,es,nLhJ9MW3VMw,BBC News 中文,false,nachos-taco-manicotti,false,Chinese
true,es,EhDzvTvVyko,台灣啟示錄,false,nachos-taco-manicotti,true,Chinese
true,es,_m_KCEBQv3s,新聞拍案驚奇 大宇,false,nachos-taco-manicotti,true,Chinese
true,es,ANYocp043Ak,BBC News 中文,false,nachos-taco-manicotti,false,Chinese
true,es,n7ZsAAwc4X0,思维实验室 Thinking Lab,false,nachos-taco-manicotti,false,Chinese
true,es,q8W1yFgMxhU,今日熱點,false,nachos-taco-manicotti,false,Chinese
true,es,OeeGU5EJUF8,親子天下,false,nachos-taco-manicotti,true,Chinese
true,es,iX0ilDtZu6w,World Health Organization (WHO),false,nachos-taco-manicotti,true,Chinese
true,es,hABr-YoY8us,Mario Hau 孝仔,false,nachos-taco-manicotti,false,Chinese
true,es,E46_veB0DPU,李永乐老师,false,nachos-taco-manicotti,true,Chinese
true,es,-_ZYWIf4iy4,RTHK 香港電台,false,nachos-taco-manicotti,false,Chinese
true,es,x_u152u8bRQ,新聞拍案驚奇 大宇,false,nachos-taco-manicotti,true,Chinese
true,es,TOkEeF4NRqY,RTHK 香港電台,false,nachos-taco-manicotti,false,Chinese
true,es,vaOEI9kGOZA,Prestigious_Gaming,true,nachos-taco-manicotti,false,Chinese
true,es,cALjH2ulXlg,Luisito Comunica,true,nachos-taco-manicotti,false,Chinese
true,es,ma7mOWKQ4-M,BBC News 中文,false,nachos-taco-manicotti,false,Chinese
true,es,r5da1HAjiq8,Ayudantes Docentes,true,nachos-taco-manicotti,false,Chinese
true,es,DXsDcsHML0A,Kaza LoL LCS Highlights,true,nachos-taco-manicotti,false,Chinese
true,es,Tf-yKUwQZvo,好奇婆婆PoPoCurious,false,nachos-taco-manicotti,false,Chinese
true,es,X5f2wnR6GXE,BBC News Indonesia,true,nachos-taco-manicotti,false,Chinese
true,es,f6SOu9cq4OU,關鍵時刻,false,nachos-taco-manicotti,true,Chinese
true,es,T35UQSWSM94,Gamker攻壳官方频道,true,nachos-taco-manicotti,false,Chinese
true,es,6199RbjQoEs,大紀元 — 新聞看點,true,nachos-taco-manicotti,false,Chinese
true,es,ltlcmSWzALY,Filo News,false,nachos-taco-manicotti,true,Spanish
true,es,-PUT0hZiZEw,El Traductor de Ingeniería,false,nachos-taco-manicotti,true,Spanish
true,es,IVFtZQKNVMA,La Pulla,true,nachos-taco-manicotti,false,Spanish
true,es,EtSN8GGBwsM&t=34s,Universidad de La Rioja - Unirioja,true,nachos-taco-manicotti,false,Spanish
true,es,VFfdt2xHDxU,La Bolsa para principiantes,true,nachos-taco-manicotti,false,Spanish
true,es,NSes7TI_Pkk,RT en Español,false,nachos-taco-manicotti,true,Spanish
true,es,AYQ8hT8cVTE,Academia Play,true,nachos-taco-manicotti,false,Spanish
true,es,m3hsaL4GZ4M,BBC News Mundo,false,nachos-taco-manicotti,true,Spanish
true,es,TxNwYce6WoM,Al Rojo Vivo,false,nachos-taco-manicotti,true,Spanish
true,es,CmKNrXymJzY,Canal REDMÁS,true,nachos-taco-manicotti,true,Spanish
true,es,XI6M4a0bEZY,TED en Español,true,nachos-taco-manicotti,false,Spanish
true,es,gkoo5PbwO_E,EL PAIS,false,nachos-taco-manicotti,true,Spanish
true,es,TBuHqj-S9F4,BBC News Mundo,false,nachos-taco-manicotti,true,Spanish
true,es,sJ49HkgFylc,El Mundo,false,nachos-taco-manicotti,true,Spanish
true,es,dVtxXh_Ls7Y,Explora English,true,nachos-taco-manicotti,false,Spanish
true,es,pFet8T2evZU,Te lo resumo,true,nachos-taco-manicotti,false,Spanish
true,es,JCMYjez93pk,Platzi,true,nachos-taco-manicotti,true,Spanish
true,es,WKkkyLM0BYs,esRadiovideos,false,nachos-taco-manicotti,true,Spanish
true,es,b07gvHqI47Q,Dr. Angelo Estrada,true,nachos-taco-manicotti,false,Spanish
true,es,Y36en98lbNw,BBC News Mundo,false,nachos-taco-manicotti,true,Spanish
true,es,NvW9gRwtQgI,Pero eso es otra Historia,false,nachos-taco-manicotti,false,Spanish
true,es,XCrOde-JYs0,Global Health Media Project,true,nachos-taco-manicotti,false,Spanish
true,es,rFWzfc4lgKQ,unProfesor,false,nachos-taco-manicotti,false,Spanish
true,es,CzbxKK2Kef0,El Confidencial,false,nachos-taco-manicotti,false,Spanish
true,es,cquOiDeqb_8,Pablo Bohorquez,false,nachos-taco-manicotti,false,Spanish
true,es,8UDPGYUV4sE,"¡ Medicina, Salud y Vida !",false,nachos-taco-manicotti,true,Spanish
true,es,53w0-PcTkkw,Noticieros Televisa,false,nachos-taco-manicotti,true,Spanish
true,es,Ztt_6BppwHs,Revista Semana,false,nachos-taco-manicotti,true,Spanish
true,es,cNgOmnGsofY,DW Español,false,nachos-taco-manicotti,true,Spanish
true,es,OV99rWrU470,DW Español,false,nachos-taco-manicotti,false,Spanish
true,es,yQXPGgh0WMk,euronews (en español),false,nachos-taco-manicotti,true,Spanish
true,es,SQ7EtGRwcMg,Hacia un Nuevo Estilo de Vida,false,nachos-taco-manicotti,false,Spanish
true,es,4ESWLnxyZUo,VisualPolitik,false,nachos-taco-manicotti,false,Spanish
true,es,LBVGmtqpmwc,BBC News Mundo,false,nachos-taco-manicotti,false,Spanish
true,es,Ssv-IDzvzUo,RT en Español,false,nachos-taco-manicotti,true,Spanish
true,es,_1091G64p5c,Telefe Noticias,false,nachos-taco-manicotti,true,Spanish
true,es,s42NMxiY06M,T13,false,nachos-taco-manicotti,true,Spanish
true,es,B_Gzc2Z7uQY,BBC News Mundo,false,nachos-taco-manicotti,true,Spanish
true,es,JKKgAiM9MQc,Telefe Noticias,false,nachos-taco-manicotti,false,Spanish
true,es,SmxJzOgsirY,La Biblia Tiene Razón,false,nachos-taco-manicotti,true,Spanish
true,es,BtN-goy9VOY,Kurzgesagt – In a Nutshell,true,nachos-taco-manicotti,true,English
true,es,Kas0tIxDvrg,3Blue1Brown,true,nachos-taco-manicotti,false,English
true,es,d0yGdNEWdn0,TEDx Talks,true,nachos-taco-manicotti,false,English
true,es,OOJqHPfG7pA,Science Insider,true,nachos-taco-manicotti,true,English
true,es,-PUT0hZiZEw,El Traductor de Ingeniería,true,nachos-taco-manicotti,true,English
true,es,1eL7llVPuJg,Kroger Culinary 411,true,nachos-taco-manicotti,false,English
true,es,6Af6b_wyiwI,TED,true,nachos-taco-manicotti,false,English
true,es,2bI5pQGXl2o,The Telegraph,false,nachos-taco-manicotti,false,English
true,es,XI6M4a0bEZY,TED en Español,true,nachos-taco-manicotti,false,English
true,es,TPpoJGYlW54,Vox,false,nachos-taco-manicotti,false,English
true,es,E8evf10Iwbg,ProTrainings UK,true,nachos-taco-manicotti,true,English
true,es,2JsWf-2nN1Y,Guardian News,false,nachos-taco-manicotti,true,English
true,es,Zi_XLOBDo_Y,Michael Jackson,true,nachos-taco-manicotti,false,English
true,es,vdx4Jo0GCRU,Sky News,false,nachos-taco-manicotti,false,English
true,es,G9oqvJ3iXGI,Channel 4 News,false,nachos-taco-manicotti,false,English
true,es,1APwq1df6Mw,World Health Organization (WHO),false,nachos-taco-manicotti,false,English
true,es,T7TGH2rO9-Y,TRT World,false,nachos-taco-manicotti,true,English
true,es,ek3T8xiu1Fw,CNBC,false,nachos-taco-manicotti,false,English
true,es,z2KpsZRpoZ8,The New York Times,false,nachos-taco-manicotti,false,English
true,es,Z3i1qyZOumc,TIME,false,nachos-taco-manicotti,false,English
true,es,qcT_IPrEvl0,ITV News,false,nachos-taco-manicotti,false,English
true,es,tbAYN9zKIJQ,Good Morning Britain,false,nachos-taco-manicotti,true,English
true,es,dSQztKXR6k0,Vox,false,nachos-taco-manicotti,false,English
true,es,DBgdxv9WQ_k,Guardian News,false,nachos-taco-manicotti,false,English
true,es,tmCjJsVCPlI,USA TODAY,false,nachos-taco-manicotti,false,English
true,es,tlM8pPotJQQ,The Infographics Show,false,nachos-taco-manicotti,false,English
true,es,Wak8UQebNDs,CBS This Morning,false,nachos-taco-manicotti,false,English
true,es,bE68xVXf8Kw,The New York Times,false,nachos-taco-manicotti,false,English
true,es,uOruI8Rs0pg,Fox News,false,nachos-taco-manicotti,false,English
true,es,YH1dDBKbKUg,China Uncensored,false,nachos-taco-manicotti,true,English
true,es,agvHuHugb0k,The Daily Show with Trevor Noah,false,nachos-taco-manicotti,false,English
true,es,qNkjJHliMZo,BBC News,false,nachos-taco-manicotti,true,English
true,es,7Orjss318Io,The Daily Show with Trevor Noah,false,nachos-taco-manicotti,false,English
true,es,DSuwaZEF9ZY,BBC News,false,nachos-taco-manicotti,false,English
true,es,-42A0q4QKjg,CBS Evening News,false,nachos-taco-manicotti,false,English
true,es,en7WdN5_6MI,DW News,false,nachos-taco-manicotti,false,English
true,es,25FXVWqg5C4,DW News,false,nachos-taco-manicotti,false,English
true,es,SgU99jx6ghc,London Real,false,nachos-taco-manicotti,false,English
true,es,6sOUg4Tg6kE,UrduPoint.com,false,nachos-taco-manicotti,true,English
true,es,F8aueQXQ2H4,MSNBC,false,nachos-taco-manicotti,false,English
true,es,G1LoovRQQS4,BBC News Brasil,false,nachos-taco-manicotti,true,Porutuguese
true,es,-PUT0hZiZEw,El Traductor de Ingeniería,true,nachos-taco-manicotti,true,Porutuguese
true,es,WC5FdFlUcl0,AudioslaveVEVO,true,nachos-taco-manicotti,false,Porutuguese
true,es,aKA3MkbKvI0,Qi News,false,nachos-taco-manicotti,true,Porutuguese
true,es,BtN-goy9VOY,Kurzgesagt – In a Nutshell,true,nachos-taco-manicotti,true,Porutuguese
true,es,6Af6b_wyiwI,TED,true,nachos-taco-manicotti,false,Porutuguese
true,es,XI6M4a0bEZY,TED en Español,true,nachos-taco-manicotti,false,Porutuguese
true,es,tCMLOV_0P4k,Tuvi Digital,true,nachos-taco-manicotti,true,Porutuguese
true,es,HyHNuVaZJ-k,Gorillaz,true,nachos-taco-manicotti,false,Porutuguese
true,es,gkoo5PbwO_E,EL PAIS,false,nachos-taco-manicotti,true,Porutuguese
true,es,79OGOlJw-VQ,Christine Bueno,true,nachos-taco-manicotti,true,Porutuguese
true,es,e8wC_KvbVXo,DGP Mundo,false,nachos-taco-manicotti,true,Porutuguese
true,es,dpSc-ETSDyc,Mistérios do Mundo,false,nachos-taco-manicotti,true,Porutuguese
true,es,IxJKQVUgWWA,tvbrasil,false,nachos-taco-manicotti,false,Porutuguese
true,es,b07gvHqI47Q,Dr. Angelo Estrada,true,nachos-taco-manicotti,false,Porutuguese
true,es,OurGZr5EGLY,IIISeisPaquetesIII,true,nachos-taco-manicotti,false,Porutuguese
true,es,5BA-zjmk62o,Hoje em Dia,false,nachos-taco-manicotti,true,Porutuguese
true,es,S1aEPClsmDM,Band Jornalismo,false,nachos-taco-manicotti,true,Porutuguese
true,es,G7rTqS4hwHE,Band Jornalismo,false,nachos-taco-manicotti,true,Porutuguese
true,es,55WvuKrtgwY,Balanço Geral,false,nachos-taco-manicotti,true,Porutuguese
true,es,tcrZd5uxajw,BBC News Brasil,false,nachos-taco-manicotti,true,Porutuguese
true,es,riYB5xFRHgg,Jornalismo TV Cultura,false,nachos-taco-manicotti,true,Porutuguese
true,es,ePiRtMx6ulQ,Plano Piloto,false,nachos-taco-manicotti,true,Porutuguese
true,es,tQ1WV30EQyA,Estadão,false,nachos-taco-manicotti,true,Porutuguese
true,es,VfT1IaMZX4A,Record News,false,nachos-taco-manicotti,true,Porutuguese
true,es,8zpwN4fPoFs,afpbr,false,nachos-taco-manicotti,true,Porutuguese
true,es,w5Z52cLs_ZY,Hoje no Mundo Militar,false,nachos-taco-manicotti,true,Porutuguese
true,es,hiwJ2S0OsHE,BBC News Brasil,false,nachos-taco-manicotti,true,Porutuguese
true,es,ZlRQeYMgWx4,TV BrasilGov,false,nachos-taco-manicotti,false,Porutuguese
true,es,8Dq3Yl_fWwU,Record News,false,nachos-taco-manicotti,false,Porutuguese
true,es,QylAltkkiOg,Sala de Guerra,false,nachos-taco-manicotti,false,Porutuguese
true,es,-HWdfLKxaak,Você Sabia?,false,nachos-taco-manicotti,true,Porutuguese
true,es,kCbYl5pQlVo,Pânico Jovem Pan,false,nachos-taco-manicotti,true,Porutuguese
true,es,sJL3uptWi_Q,Cientificando,false,nachos-taco-manicotti,false,Porutuguese
true,es,Ryi3knd_ZQA,Ministério da Saúde,false,nachos-taco-manicotti,false,Porutuguese
true,es,oXYbvA8X3as,BBC News Brasil,false,nachos-taco-manicotti,false,Porutuguese
true,es,PPgcSYf8qQU,euronews (em português),false,nachos-taco-manicotti,true,Porutuguese
true,es,tmCjJsVCPlI,USA TODAY,false,nachos-taco-manicotti,false,Porutuguese
true,es,LOCesf8Tzl4,BBC News Brasil,false,nachos-taco-manicotti,true,Porutuguese
true,es,nr3LGSTbtUc,Coisa de Nerd,false,nachos-taco-manicotti,true,Porutuguese
true,es,-78vd0Sf-BI,صدى البلد,false,nachos-taco-manicotti,true,Arabic
true,es,HxI2TxhhS9A,BBC News عربي,false,nachos-taco-manicotti,true,Arabic
true,es,XI6M4a0bEZY,TED en Español,true,nachos-taco-manicotti,false,Arabic
true,es,US2eN3xbu_I,El Mundo,true,nachos-taco-manicotti,false,Arabic
true,es,XCrOde-JYs0,Global Health Media Project,true,nachos-taco-manicotti,false,Arabic
true,es,H1MnMpjWsC8,KhanAcademyArabi,true,nachos-taco-manicotti,false,Arabic
true,es,sZcLYOhxIyY,Altibbi,false,nachos-taco-manicotti,true,Arabic
true,es,4sPPXkp2oKg,د.عبدالسلام جابر Abd alsalam Gaber,false,nachos-taco-manicotti,true,Arabic
true,es,LN11zZxtNkI,euronews (en español),true,nachos-taco-manicotti,false,Arabic
true,es,zJmHAdsgdDM,CNNArabic,false,nachos-taco-manicotti,false,Arabic
true,es,FtJr7i7ENMY,Covenant Health,true,nachos-taco-manicotti,false,Arabic
true,es,sEWnGIQTIII,eXtra news,false,nachos-taco-manicotti,true,Arabic
true,es,IglyZ0RjcPU,Midan - ميدان,false,nachos-taco-manicotti,false,Arabic
true,es,s1iOX3rbQAI,La Nación Costa Rica,true,nachos-taco-manicotti,false,Arabic
true,es,HpGG14LVcdk,سكاي نيوز عربية,false,nachos-taco-manicotti,true,Arabic
true,es,44dixK_iz_4,AlHadath الحدث,false,nachos-taco-manicotti,true,Arabic
true,es,FFyGK4OJfwc,AlArabiya العربية,false,nachos-taco-manicotti,true,Arabic
true,es,dLbiz3ipTmM,قناة الثقافية,false,nachos-taco-manicotti,true,Arabic
true,es,spspuCYrHn8,AlArabiya العربية,false,nachos-taco-manicotti,true,Arabic
true,es,her4nBU9uPg,صدى البلد,false,nachos-taco-manicotti,false,Arabic
true,es,NvW9gRwtQgI,Pero eso es otra Historia,true,nachos-taco-manicotti,false,Arabic
true,es,8Z4jg38s4TI,المبدعون العرب,false,nachos-taco-manicotti,false,Arabic
true,es,hZPogxTPUPs,Daqaeq net - دقائق,false,nachos-taco-manicotti,true,Arabic
true,es,GRQnnaCIhDA,AlArabiya العربية,false,nachos-taco-manicotti,false,Arabic
true,es,BeNRLOKDc3k,صدى البلد,false,nachos-taco-manicotti,false,Arabic
true,es,0EgmBXnKqUE,برنامج هي وبس,false,nachos-taco-manicotti,true,Arabic
true,es,4VWh8P0ujB4,Al Majhool قناة المجهول,false,nachos-taco-manicotti,false,Arabic
true,es,eSb6-1fuAGU,فرانس 24 / FRANCE 24 Arabic,false,nachos-taco-manicotti,false,Arabic
true,es,BjbhjZZrdbc,RT Arabic,false,nachos-taco-manicotti,false,Arabic
true,es,4Dttd8ef9JU,Adjwaa Production,false,nachos-taco-manicotti,true,Arabic
true,es,SHh1beAEKR0,Mohamed Gaber - مستر جى,false,nachos-taco-manicotti,false,Arabic
true,es,Y6oma9x0WU0,BBC News عربي,false,nachos-taco-manicotti,false,Arabic
true,es,84f-S3hu3V0,قنوات الكاس,false,nachos-taco-manicotti,true,Arabic
true,es,4FDfQ_n1pqQ,Al Jazeera Arabic قناة الجزيرة,false,nachos-taco-manicotti,true,Arabic
true,es,Itiq2rAxFT0,AlArabiya العربية,false,nachos-taco-manicotti,false,Arabic
true,es,kHr519uWjGA,صدى البلد,false,nachos-taco-manicotti,false,Arabic
true,es,5FkhWG9Xe9s,AlArabiya العربية,false,nachos-taco-manicotti,false,Arabic
true,es,Br9EqpcRkrs,Marian Maher,false,nachos-taco-manicotti,false,Arabic
true,es,drGD5s2RS3s,Mona Elshazly,false,nachos-taco-manicotti,true,Arabic
true,es,n3Y4UiLmD1k,Musicnation,false,nachos-taco-manicotti,true,Arabic
true,en,Oc2uuziqPM8,BBC News 中文,true,succotash-basil-cranberry,false,Chinese
true,en,6Af6b_wyiwI,TED,true,succotash-basil-cranberry,false,Chinese
true,en,RlSwsE22nX0,TEDx Talks,true,succotash-basil-cranberry,false,Chinese
true,en,Fqw-9yMV0sI,TEDx Talks,true,succotash-basil-cranberry,false,Chinese
true,en,3x1aLAw_xkY,Cambridge University,true,succotash-basil-cranberry,false,Chinese
true,en,X31g5TB-MRo,PBS Eons,true,succotash-basil-cranberry,false,Chinese
true,en,zun-CRis3gg,Vogue,true,succotash-basil-cranberry,false,Chinese
true,en,QH680p8Aor0,BBC News 中文,false,succotash-basil-cranberry,true,Chinese
true,en,BShvYeyMm_Y&t=156s,Vox,true,succotash-basil-cranberry,false,Chinese
true,en,X9qDKcUaPUo,WIRED,true,succotash-basil-cranberry,false,Chinese
true,en,rk_SMBIW1mg,Mark Bowden,true,succotash-basil-cranberry,false,Chinese
true,en,k7k7iQKhYFg,cheap,false,succotash-basil-cranberry,true,Chinese
true,en,RyNfweT_Jv4,BBC News 中文,false,succotash-basil-cranberry,true,Chinese
true,en,0u3xH5MN12k,BBC News 中文,false,succotash-basil-cranberry,true,Chinese
true,en,EhDzvTvVyko,台灣啟示錄,false,succotash-basil-cranberry,true,Chinese
true,en,nLhJ9MW3VMw,BBC News 中文,false,succotash-basil-cranberry,false,Chinese
true,en,yNCEqTqRR_w,VS MEDIA Taiwan,false,succotash-basil-cranberry,true,Chinese
true,en,NRuho_2jWog,BBC News 中文,false,succotash-basil-cranberry,false,Chinese
true,en,mm2w29e62bM,BBC News 中文,false,succotash-basil-cranberry,true,Chinese
true,en,YfsdJGj3-jM,和之梦 - 官方频道,false,succotash-basil-cranberry,false,Chinese
true,en,ZDFe-loITh0,BBC News 中文,false,succotash-basil-cranberry,true,Chinese
true,en,WOAWNuSQXMI,世界的十字路口 唐浩,false,succotash-basil-cranberry,false,Chinese
true,en,mn5CcPbbZhc,關鍵時刻,false,succotash-basil-cranberry,false,Chinese
true,en,ec1xte-mduc,新唐人電視臺,false,succotash-basil-cranberry,false,Chinese
true,en,H6TwH2rtgaU,BBC News 中文,false,succotash-basil-cranberry,false,Chinese
true,en,27RbJzsEOgw,這!不是新聞,false,succotash-basil-cranberry,true,Chinese
true,en,L5KTPCvY4Zk,關鍵時刻,false,succotash-basil-cranberry,false,Chinese
true,en,pq_fVbGR1-A,TVBS NEWS,false,succotash-basil-cranberry,false,Chinese
true,en,wGaTEf0e67U,老高與小茉 Mr & Mrs Gao,false,succotash-basil-cranberry,false,Chinese
true,en,q-tR_7_HNHg,北京卫视电视综艺频道,false,succotash-basil-cranberry,true,Chinese
true,en,OeeGU5EJUF8,親子天下,false,succotash-basil-cranberry,true,Chinese
true,en,RHIjoHnrhNI,BBC News 中文,false,succotash-basil-cranberry,true,Chinese
true,en,SMOkKFDA2Qk,BBC News 中文,false,succotash-basil-cranberry,false,Chinese
true,en,GUWKL3Fu9WA,BBC News,true,succotash-basil-cranberry,true,Chinese
true,en,XTcwt3uYKRI,Nine News Australia,true,succotash-basil-cranberry,false,Chinese
true,en,jLIPA621fQI,h3h3Productions,true,succotash-basil-cranberry,false,Chinese
true,en,sqrhH6xIegw,Late Night with Seth Meyers,true,succotash-basil-cranberry,false,Chinese
true,en,Y-GB9EYqAGM,Channel 4 News,true,succotash-basil-cranberry,false,Chinese
true,en,_066dEkycr4,LastWeekTonight,true,succotash-basil-cranberry,false,Chinese
true,en,g7RP8qDAb7U,WION,true,succotash-basil-cranberry,false,Chinese
true,en,4v_arrTxupw,Thomas阿福,false,succotash-basil-cranberry,false,Chinese
true,en,-_ZYWIf4iy4,RTHK 香港電台,false,succotash-basil-cranberry,false,Chinese
true,en,IkvMQi82fSg,DW News,true,succotash-basil-cranberry,false,Chinese
true,en,bmxcPAbq-3c,寶島聯播網,false,succotash-basil-cranberry,false,Chinese
true,en,-K_d0WFKQSo,The News Lens 關鍵評論網,false,succotash-basil-cranberry,false,Chinese
true,en,HR5yYFY4AEk,BBC News 中文,false,succotash-basil-cranberry,true,Chinese
true,en,ouoUdg4ftBY,ABC News (Australia),true,succotash-basil-cranberry,false,Chinese
true,en,HUTv-5d9N-0,MSNBC,true,succotash-basil-cranberry,false,Chinese
true,en,RN4x922oBHU,Mel Robbins Show,true,succotash-basil-cranberry,false,Chinese
true,en,1k9J7X93zfI,BBC News 中文,false,succotash-basil-cranberry,false,Chinese
true,en,5DmW_H4U-MI,NowThis News,true,succotash-basil-cranberry,false,Chinese
true,en,4HMoqCBWzRY,這!不是新聞,false,succotash-basil-cranberry,false,Chinese
true,en,LqKwAIIy-Mo,MedCram - Medical Lectures Explained CLEARLY,true,succotash-basil-cranberry,false,Chinese
true,en,ISKCVAajPbw,東森新聞 CH51,false,succotash-basil-cranberry,false,Chinese
true,en,c5kWajUY7h0,CNA,true,succotash-basil-cranberry,false,Chinese
true,en,l-NXIQZzcrw,BBC News 中文,false,succotash-basil-cranberry,false,Chinese
true,en,_m_KCEBQv3s,新聞拍案驚奇 大宇,false,succotash-basil-cranberry,true,Chinese
true,en,F0kv8xmt8VU,TVBS NEWS,false,succotash-basil-cranberry,false,Chinese
true,en,9WmJwoUHfxQ,新唐人亞太電視台NTDAPTV,false,succotash-basil-cranberry,false,Chinese
true,en,htdYcNLGCjo,South China Morning Post,true,succotash-basil-cranberry,false,Chinese
true,en,CmKNrXymJzY,Canal REDMÁS,true,succotash-basil-cranberry,true,Spanish
true,en,6Af6b_wyiwI,TED,true,succotash-basil-cranberry,false,Spanish
true,en,C4iZLfiK3rk,The New York Times,true,succotash-basil-cranberry,false,Spanish
true,en,ltlcmSWzALY,Filo News,false,succotash-basil-cranberry,true,Spanish
true,en,TPpoJGYlW54,Vox,true,succotash-basil-cranberry,false,Spanish
true,en,si6IkKSLYZE,Biblioteca Nacional de España,true,succotash-basil-cranberry,false,Spanish
true,en,Fqw-9yMV0sI,TEDx Talks,true,succotash-basil-cranberry,false,Spanish
true,en,BtN-goy9VOY,Kurzgesagt – In a Nutshell,true,succotash-basil-cranberry,true,Spanish
true,en,9AEMKudv5p0,Vox,true,succotash-basil-cranberry,false,Spanish
true,en,JGTtGCq9grE,TED,true,succotash-basil-cranberry,false,Spanish
true,en,m3hsaL4GZ4M,BBC News Mundo,false,succotash-basil-cranberry,true,Spanish
true,en,TxNwYce6WoM,Al Rojo Vivo,false,succotash-basil-cranberry,true,Spanish
true,en,zun-CRis3gg,Vogue,true,succotash-basil-cranberry,false,Spanish
true,en,sJ49HkgFylc,El Mundo,false,succotash-basil-cranberry,true,Spanish
true,en,NvW9gRwtQgI,Pero eso es otra Historia,false,succotash-basil-cranberry,false,Spanish
true,en,Y36en98lbNw,BBC News Mundo,false,succotash-basil-cranberry,true,Spanish
true,en,TBuHqj-S9F4,BBC News Mundo,false,succotash-basil-cranberry,true,Spanish
true,en,-PUT0hZiZEw,El Traductor de Ingeniería,false,succotash-basil-cranberry,true,Spanish
true,en,gkoo5PbwO_E,EL PAIS,false,succotash-basil-cranberry,true,Spanish
true,en,8wRJUVkSqZg,Meganoticias,false,succotash-basil-cranberry,true,Spanish
true,en,NSes7TI_Pkk,RT en Español,false,succotash-basil-cranberry,true,Spanish
true,en,WKkkyLM0BYs,esRadiovideos,false,succotash-basil-cranberry,true,Spanish
true,en,CzbxKK2Kef0,El Confidencial,false,succotash-basil-cranberry,false,Spanish
true,en,8UDPGYUV4sE,"¡ Medicina, Salud y Vida !",false,succotash-basil-cranberry,true,Spanish
true,en,4U564fHea9A,Noticieros Televisa,false,succotash-basil-cranberry,true,Spanish
true,en,Xs_NI20P8DE,BBC News Mundo,false,succotash-basil-cranberry,false,Spanish
true,en,US2eN3xbu_I,El Mundo,false,succotash-basil-cranberry,false,Spanish
true,en,V6sKl6WtwYI,Sky News en Español,false,succotash-basil-cranberry,false,Spanish
true,en,tCMLOV_0P4k,Tuvi Digital,false,succotash-basil-cranberry,true,Spanish
true,en,4ESWLnxyZUo,VisualPolitik,false,succotash-basil-cranberry,false,Spanish
true,en,yQXPGgh0WMk,euronews (en español),false,succotash-basil-cranberry,true,Spanish
true,en,s42NMxiY06M,T13,false,succotash-basil-cranberry,true,Spanish
true,en,qTxtJr5gqAE,EL TIEMPO,false,succotash-basil-cranberry,false,Spanish
true,en,Ssv-IDzvzUo,RT en Español,false,succotash-basil-cranberry,true,Spanish
true,en,53w0-PcTkkw,Noticieros Televisa,false,succotash-basil-cranberry,true,Spanish
true,en,MYLZYYc3tMU,Latina Noticias,false,succotash-basil-cranberry,false,Spanish
true,en,8wSpjWH0qmU,DW Documental,false,succotash-basil-cranberry,false,Spanish
true,en,DXBfXH49H_U,LA NACION,false,succotash-basil-cranberry,false,Spanish
true,en,NgsvRpdMSJ8,Canal 7 Salta,false,succotash-basil-cranberry,false,Spanish
true,en,OACefvoAOlc,Camach Learn,false,succotash-basil-cranberry,false,Spanish
