login,uxLang,recommendedVideoId,recommendedAuthor,recommendedForYou,pseudonym,isAPItoo,step
true,en,8dlj6nNFMWA,BBC News عربي,false,sage-baklava-prune,true,Arabic
true,en,4sPPXkp2oKg,د.عبدالسلام جابر Abd alsalam Gaber,false,sage-baklava-prune,true,Arabic
true,en,JKpVMivbTfg,Osmosis,true,sage-baklava-prune,false,Arabic
true,en,Q0xfWsxODJo,Dr. Ali Mansour Kayali الدكتور علي منصور كيالي,false,sage-baklava-prune,false,Arabic
true,en,ml7IA70l8o4,BBC News عربي,false,sage-baklava-prune,false,Arabic
true,en,her4nBU9uPg,صدى البلد,false,sage-baklava-prune,false,Arabic
true,en,Br9EqpcRkrs,Marian Maher,false,sage-baklava-prune,false,Arabic
true,en,J_kRvuZ_fcc,BBC News عربي,false,sage-baklava-prune,true,Arabic
true,en,PWzbArPgo-o,Ninja Nerd Science,true,sage-baklava-prune,false,Arabic
true,en,EY-_2L08ETs,Pima Paramedics,true,sage-baklava-prune,false,Arabic
true,en,AjNkFrIDqPI,بوتنشل,true,sage-baklava-prune,false,Arabic
true,en,Ik59xabnABo,IFADA,true,sage-baklava-prune,true,Arabic
true,en,rie719Cujl4,AlHadath الحدث,false,sage-baklava-prune,true,Arabic
true,en,g5ABAYYXLTg,مصيف مطروح,false,sage-baklava-prune,true,Arabic
true,en,4Dttd8ef9JU,Adjwaa Production,false,sage-baklava-prune,true,Arabic
true,en,4YlnkTGPsa4,AlArabiya العربية,false,sage-baklava-prune,false,Arabic
true,en,W7c-SwNyHRA,صيدلية غصن البلوط,false,sage-baklava-prune,false,Arabic
true,en,jrhh3C_6e_k,RT Arabic,false,sage-baklava-prune,true,Arabic
true,en,LNJnoK6b0g8,AlArabiya العربية,false,sage-baklava-prune,false,Arabic
true,en,9QYscj_BqwE,Kurdistan 24 عربية,false,sage-baklava-prune,false,Arabic
true,en,oaYsrhUAdWg,BBC News عربي,false,sage-baklava-prune,true,Arabic
true,en,mKlekkcpPYs,BBC News عربي,false,sage-baklava-prune,false,Arabic
true,en,9YypCWNupOI,AlArabiya العربية,false,sage-baklava-prune,true,Arabic
true,en,B9Q_LJMzK6s,صحتى سعادتى,false,sage-baklava-prune,false,Arabic
true,en,NsDK2HK0qWQ,عمر حسين,true,sage-baklava-prune,false,Arabic
true,en,-uuVDNIqSXc,Loubna Tahir,false,sage-baklava-prune,false,Arabic
true,en,JKpVMivbTfg,Osmosis,true,sage-baklava-prune,false,Arabic
true,en,yyAeoY7J77I,Pima Paramedics,true,sage-baklava-prune,false,Arabic
true,en,WjzxbzVHIwA,JAPAN CLUB نادي اليابان,false,sage-baklava-prune,false,Arabic
true,en,2g5UWNrdreI,الدكتور محمد العزب,false,sage-baklava-prune,false,Arabic
true,en,LLBJBrbz1c4,AlArabiya العربية,false,sage-baklava-prune,false,Arabic
true,en,JcygWznMdPE,التلفزيون العربي - Alaraby TV,false,sage-baklava-prune,false,Arabic
true,en,Akyr4zlBS9E,VATA,true,sage-baklava-prune,false,Arabic
true,en,jVdf4IcDjbw,القناة الرسمية للإعلامي معتز مطر,false,sage-baklava-prune,true,Arabic
true,en,OLdvIXvzbeQ,عمر عبد الكافي,false,sage-baklava-prune,false,Arabic
true,en,_5OvgQW6FG4,Nucleus Medical Media,true,sage-baklava-prune,false,Arabic
true,en,lxt4R4Nlq4M,أسرار النجوم,false,sage-baklava-prune,true,Arabic
true,en,LUzAzRxBPQA,معلومه في كتاب,false,sage-baklava-prune,true,Arabic
true,en,V8YDtGOvBi8,BBC News عربي,false,sage-baklava-prune,true,Arabic
true,en,KkTVOOJUyfM,المسامح كريم,false,sage-baklava-prune,false,Arabic
true,en,IKHzWTecfnU,Daqaeq net - دقائق,false,sage-baklava-prune,false,Arabic
true,en,gaI8728KGu0,عشوائيات,false,sage-baklava-prune,false,Arabic
true,en,ElnUUs1pWRs,BBC News عربي,false,sage-baklava-prune,false,Arabic
true,en,70gqS0Mzhmw,العمق المغربي,false,sage-baklava-prune,false,Arabic
true,en,KjKm5IL5y1o,AMRO ZAGHLOUL,false,sage-baklava-prune,false,Arabic
true,en,nEYM-r_aiJ4,BBC News عربي,false,sage-baklava-prune,false,Arabic
true,en,MxFWNTrizpI,حساكي Hassaki TV,false,sage-baklava-prune,false,Arabic
true,en,OKvYSqucSq4,Siamand & Shahad,false,sage-baklava-prune,false,Arabic
true,en,f6RC-U3RUyU,AlArabiya العربية,false,sage-baklava-prune,false,Arabic
true,en,BWeeErYEdmI,الطالب المجتهد مع الأستاذ مقتدى,false,sage-baklava-prune,false,Arabic
true,en,BF2-rWRiiso,شهيوات زوفري,false,sage-baklava-prune,false,Arabic
true,en,82Zu9GSGI70,Hespress,false,sage-baklava-prune,false,Arabic
true,en,OqshJBPOl8U,عين دروس,false,sage-baklava-prune,false,Arabic
true,en,HC26Rg9XAWc,Al Jazeera Arabic قناة الجزيرة,false,sage-baklava-prune,false,Arabic
true,en,qY95FF7g1_k,عين دروس,false,sage-baklava-prune,false,Arabic
true,en,GJE3uIn8_Ig,BBC News عربي,false,sage-baklava-prune,false,Arabic
true,en,zU8Fo-9huBs,AlArabiya العربية,false,sage-baklava-prune,false,Arabic
true,en,uIw9aohb1bo,CNNArabic,false,sage-baklava-prune,false,Arabic
true,en,x02lE50IC4c,BBC News عربي,false,sage-baklava-prune,false,Arabic
true,en,hD5PTvpZzQ8,فرانس 24 / FRANCE 24 Arabic,false,sage-baklava-prune,false,Arabic
true,en,HTrb6ZMwKvA,holy bible,false,sage-baklava-prune,false,Arabic
true,en,v2DPWX8QXrU,فرانس 24 / FRANCE 24 Arabic,false,sage-baklava-prune,false,Arabic
true,en,EwS6PkCfFXA,VideoYoum7 | قناة اليوم السابع,false,sage-baklava-prune,false,Arabic
true,en,uB4D1j_nQFs,Ennahar Tv Plus,false,sage-baklava-prune,false,Arabic
true,en,QsNoZvlrNI8,LALLA FATEMA TV لالة فاطمة,false,sage-baklava-prune,false,Arabic
false,es,tDpitRBUrB8,中国东方卫视官方频道China DragonTV Official,false,sandwich-waffle-caramel,true,Chinese
false,es,q-tR_7_HNHg,北京卫视电视综艺频道,false,sandwich-waffle-caramel,true,Chinese
false,es,0u3xH5MN12k,BBC News 中文,false,sandwich-waffle-caramel,true,Chinese
false,es,m8tczONnK1k,RTHK 香港電台,true,sandwich-waffle-caramel,false,Chinese
false,es,k7k7iQKhYFg,cheap,false,sandwich-waffle-caramel,true,Chinese
false,es,EhDzvTvVyko,台灣啟示錄,false,sandwich-waffle-caramel,true,Chinese
false,es,Tf-yKUwQZvo,好奇婆婆PoPoCurious,false,sandwich-waffle-caramel,false,Chinese
false,es,YP6kAlKEmUM,關鍵時刻,false,sandwich-waffle-caramel,true,Chinese
false,es,C0YLZMuG81Q,洛杉矶华人资讯网How视频,false,sandwich-waffle-caramel,false,Chinese
false,es,5oZh0rDzdy0,珍言真語 // 大紀元,false,sandwich-waffle-caramel,false,Chinese
false,es,21tUU_UCfDw,RTHK 香港電台,false,sandwich-waffle-caramel,false,Chinese
false,es,JDo1xHhYy58,Ng Sam,false,sandwich-waffle-caramel,false,Chinese
false,es,ix5uwV_P4CQ,BBC News 中文,false,sandwich-waffle-caramel,true,Chinese
false,es,q1ilkaqk84Q,memehongkong,false,sandwich-waffle-caramel,false,Chinese
false,es,6JSXSiLV4Dw,-Wen Zhao Official文昭談古論今,false,sandwich-waffle-caramel,false,Chinese
false,es,-_ZYWIf4iy4,RTHK 香港電台,false,sandwich-waffle-caramel,false,Chinese
false,es,whFmbOXYTjQ,memehongkong,false,sandwich-waffle-caramel,false,Chinese
false,es,NEmAB7UUGHY,關鍵時刻,false,sandwich-waffle-caramel,true,Chinese
false,es,0FLEEWqC87k,TVBS NEWS,false,sandwich-waffle-caramel,false,Chinese
false,es,E46_veB0DPU,李永乐老师,false,sandwich-waffle-caramel,true,Chinese
false,es,ltlcmSWzALY,Filo News,false,sandwich-waffle-caramel,true,Spanish
false,es,VFfdt2xHDxU,La Bolsa para principiantes,true,sandwich-waffle-caramel,false,Spanish
false,es,XJuFpVj487k,Doctor TV,true,sandwich-waffle-caramel,true,Spanish
false,es,TxNwYce6WoM,Al Rojo Vivo,false,sandwich-waffle-caramel,true,Spanish
false,es,lomQnc7oHXk,TelediarioMx,false,sandwich-waffle-caramel,false,Spanish
false,es,BOX0n_KV7ys,CGTN en Español,false,sandwich-waffle-caramel,false,Spanish
false,es,jjz27wT6QMM,Imagen Noticias,true,sandwich-waffle-caramel,false,Spanish
false,es,Y36en98lbNw,BBC News Mundo,false,sandwich-waffle-caramel,true,Spanish
false,es,lWqUSGJg1eU,DW Documental,true,sandwich-waffle-caramel,false,Spanish
false,es,SVQpEiOWIhE,Juan Cano MD,false,sandwich-waffle-caramel,true,Spanish
false,es,_g8bab0mM5Q,Profe Sang,true,sandwich-waffle-caramel,false,Spanish
false,es,Re7XOFerw3U,DW Documental,false,sandwich-waffle-caramel,false,Spanish
false,es,s42NMxiY06M,T13,false,sandwich-waffle-caramel,true,Spanish
false,es,FJNcyvjV304,BBC News Mundo,false,sandwich-waffle-caramel,false,Spanish
false,es,CmKNrXymJzY,Canal REDMÁS,true,sandwich-waffle-caramel,true,Spanish
false,es,CIbrpB6Gy2I,Doctor Bayter,true,sandwich-waffle-caramel,false,Spanish
false,es,b07gvHqI47Q,Dr. Angelo Estrada,true,sandwich-waffle-caramel,false,Spanish
false,es,gkoo5PbwO_E,EL PAIS,false,sandwich-waffle-caramel,true,Spanish
false,es,m3hsaL4GZ4M,BBC News Mundo,false,sandwich-waffle-caramel,true,Spanish
false,es,j7jFYy1gJiA,teleSUR tv,false,sandwich-waffle-caramel,false,Spanish
false,es,bNjxy6hxfCs,Blog del Runner 👣,true,sandwich-waffle-caramel,false,Spanish
false,es,NSes7TI_Pkk,RT en Español,false,sandwich-waffle-caramel,true,Spanish
false,es,NvW9gRwtQgI,Pero eso es otra Historia,false,sandwich-waffle-caramel,false,Spanish
false,es,TBuHqj-S9F4,BBC News Mundo,false,sandwich-waffle-caramel,true,Spanish
false,es,B_Gzc2Z7uQY,BBC News Mundo,false,sandwich-waffle-caramel,true,Spanish
false,es,WKkkyLM0BYs,esRadiovideos,false,sandwich-waffle-caramel,true,Spanish
false,es,GU67Z63wOJ4,Todo Noticias,false,sandwich-waffle-caramel,true,Spanish
false,es,8wRJUVkSqZg,Meganoticias,false,sandwich-waffle-caramel,true,Spanish
false,es,Ztt_6BppwHs,Revista Semana,false,sandwich-waffle-caramel,true,Spanish
false,es,sJ49HkgFylc,El Mundo,false,sandwich-waffle-caramel,true,Spanish
false,es,H_oN0wl-xVE,Noticias Telemundo,false,sandwich-waffle-caramel,false,Spanish
false,es,yS88WHZVR4M,Al Rojo Vivo,false,sandwich-waffle-caramel,true,Spanish
false,es,BsXdeTlTQ7c,BBC News Mundo,false,sandwich-waffle-caramel,false,Spanish
false,es,_1091G64p5c,Telefe Noticias,false,sandwich-waffle-caramel,true,Spanish
false,es,SmxJzOgsirY,La Biblia Tiene Razón,false,sandwich-waffle-caramel,true,Spanish
false,es,W_B4VFT5jfs,Nuevas Evas,false,sandwich-waffle-caramel,false,Spanish
false,es,3xWQ7Z_LaVg,Vive Canal,false,sandwich-waffle-caramel,false,Spanish
false,es,6CGf3ti119Q,Arte y Ciencia Odontológica,false,sandwich-waffle-caramel,false,Spanish
false,es,q-08AjgQsXw,omglobalnews,false,sandwich-waffle-caramel,false,Spanish
false,es,ebsuTlDGuco,Medicable,false,sandwich-waffle-caramel,true,Spanish
false,es,Vjh1lb4ZQvg,UnoTV,false,sandwich-waffle-caramel,true,Spanish
false,es,OACefvoAOlc,Camach Learn,false,sandwich-waffle-caramel,false,Spanish
false,es,1IjM0XWMzSQ,Noticias Telemundo,false,sandwich-waffle-caramel,false,Spanish
false,es,naRYaN2Y4rE,Noticias Telemundo,false,sandwich-waffle-caramel,false,Spanish
false,es,goYJEiModg8,Giros Repretel,false,sandwich-waffle-caramel,false,Spanish
false,es,mn1AHfZlA8w,Jóvenes Líderes,false,sandwich-waffle-caramel,true,Spanish
false,es,vlzxSleRnmg,Clínica Alemana,false,sandwich-waffle-caramel,true,Spanish
false,es,f-pjE7QqaQA,AGENCIA EFE,false,sandwich-waffle-caramel,false,Spanish
false,es,CTEG4WwgtCo,Noticias Caracol,false,sandwich-waffle-caramel,false,Spanish
false,es,edL8glxnD6A,Terapia Metabólica del Cáncer,false,sandwich-waffle-caramel,false,Spanish
false,es,J_6lp4dm_Mk,La Revista Al Día Bolivisión,false,sandwich-waffle-caramel,true,Spanish
false,es,VI35KWyY_vc,Noticias Telemundo,false,sandwich-waffle-caramel,false,Spanish
false,es,HKtMgBpiDYA,T13,false,sandwich-waffle-caramel,false,Spanish
false,es,4bx39_evxQ4,Antivirus Musical,false,sandwich-waffle-caramel,false,Spanish
false,es,hhdeVZhnGKU,Noticias Telemundo,false,sandwich-waffle-caramel,false,Spanish
false,es,-PUT0hZiZEw,El Traductor de Ingeniería,false,sandwich-waffle-caramel,true,Spanish
false,es,wtU8HPYNm9U,TOP DE IMPACTO,false,sandwich-waffle-caramel,false,Spanish
false,es,6-dztC0MYMA,Dr. Agustin Landivar,false,sandwich-waffle-caramel,false,Spanish
false,es,p1yhZMFoeGk,Dr. Johnny Sangoquiza,false,sandwich-waffle-caramel,false,Spanish
false,es,EjL1m5CoXws,Semergen,false,sandwich-waffle-caramel,false,Spanish
false,es,OOJqHPfG7pA,Science Insider,true,sandwich-waffle-caramel,true,English
false,es,P_9DXEnEd-Q,Dr. Finch’s Lab,true,sandwich-waffle-caramel,false,English
false,es,B_Gzc2Z7uQY,BBC News Mundo,true,sandwich-waffle-caramel,true,English
false,es,BtN-goy9VOY,Kurzgesagt – In a Nutshell,true,sandwich-waffle-caramel,true,English
false,es,G9oqvJ3iXGI,Channel 4 News,false,sandwich-waffle-caramel,false,English
false,es,NJLXdsO1GBI,Stated Clearly,true,sandwich-waffle-caramel,false,English
false,es,2sA_gQFZiPQ,NBC News,false,sandwich-waffle-caramel,false,English
false,es,Rpj0emEGShQ,NPR,true,sandwich-waffle-caramel,false,English
false,es,ddlRvqhGdPk,Los Angeles Times,false,sandwich-waffle-caramel,false,English
false,es,5CRxyHU9Oxo,Doctor Mike,true,sandwich-waffle-caramel,false,English
false,es,Xj1nUFFVK1E,Neural Academy,true,sandwich-waffle-caramel,false,English
false,es,CxQPCfeywXQ,Maych TV,true,sandwich-waffle-caramel,true,English
false,es,T7TGH2rO9-Y,TRT World,false,sandwich-waffle-caramel,true,English
false,es,2JsWf-2nN1Y,Guardian News,false,sandwich-waffle-caramel,true,English
false,es,RzOozSsTetE,Modern Aging - Holistic Health and Wealth After 50,true,sandwich-waffle-caramel,false,English
false,es,vdx4Jo0GCRU,Sky News,false,sandwich-waffle-caramel,false,English
false,es,TPpoJGYlW54,Vox,false,sandwich-waffle-caramel,false,English
false,es,qNkjJHliMZo,BBC News,false,sandwich-waffle-caramel,true,English
false,es,2bI5pQGXl2o,The Telegraph,false,sandwich-waffle-caramel,false,English
false,es,Y7nZ4mw4mXw,60 Minutes Australia,false,sandwich-waffle-caramel,false,English
false,es,qcT_IPrEvl0,ITV News,false,sandwich-waffle-caramel,false,English
false,es,z2KpsZRpoZ8,The New York Times,false,sandwich-waffle-caramel,false,English
false,es,p5b8ptdQwLk,Sky News,false,sandwich-waffle-caramel,false,English
false,es,9wzc6nFKimI,The Sun,false,sandwich-waffle-caramel,false,English
false,es,3M_ozYf6bdg,Global News,false,sandwich-waffle-caramel,false,English
false,es,DSuwaZEF9ZY,BBC News,false,sandwich-waffle-caramel,false,English
false,es,_KfilpOdRYc,euronews (in English),false,sandwich-waffle-caramel,false,English
false,es,EJDYz2Cd9dE,BBC News,false,sandwich-waffle-caramel,false,English
false,es,S0U5kzYWbSE,DW News,false,sandwich-waffle-caramel,false,English
false,es,dkozG3IcXUU,Channel 4 News,false,sandwich-waffle-caramel,true,English
false,es,xdZtMgpxnPI,Sky News,false,sandwich-waffle-caramel,true,English
false,es,GIcCypc3bmU,DW News,false,sandwich-waffle-caramel,false,English
false,es,LWP1_Q065PQ,euronews (in English),false,sandwich-waffle-caramel,false,English
false,es,IkvMQi82fSg,DW News,false,sandwich-waffle-caramel,false,English
false,es,ZBXSC30pmQY,BBC News,false,sandwich-waffle-caramel,true,English
false,es,tLhPXyrl_MU,Sky News,false,sandwich-waffle-caramel,false,English
false,es,El_Og1P2W9s,News Nation,false,sandwich-waffle-caramel,false,English
false,es,VNP30CyV7qo,NBC News,false,sandwich-waffle-caramel,true,English
false,es,PYpVLBAxhIU,Sky News,false,sandwich-waffle-caramel,false,English
false,es,q5dNe2NRbqc,ITV News,false,sandwich-waffle-caramel,false,English
false,es,2F3KHb_1bkw,BBC News,false,sandwich-waffle-caramel,false,English
false,es,WV6-qaNn1to,CBS This Morning,false,sandwich-waffle-caramel,false,English
false,es,AJRMEmvMB24,Sky News,false,sandwich-waffle-caramel,false,English
false,es,Tq88pZ3qthY,Channel 4 News,false,sandwich-waffle-caramel,false,English
false,es,ZIAHa2aGf34,NBC News,false,sandwich-waffle-caramel,false,English
false,es,5Ch0_1fDHio,Guardian News,false,sandwich-waffle-caramel,false,English
false,es,Lk61ZtLLYdE,Guardian News,false,sandwich-waffle-caramel,false,English
false,es,1APwq1df6Mw,World Health Organization (WHO),false,sandwich-waffle-caramel,false,English
false,es,GUWKL3Fu9WA,BBC News,false,sandwich-waffle-caramel,true,English
false,es,TLpbfOJ4bJU,DW Documentary,false,sandwich-waffle-caramel,false,English
false,es,qhDcsTY517E,ITV News,false,sandwich-waffle-caramel,false,English
false,es,LpzXMD__TbY,NowThis News,false,sandwich-waffle-caramel,false,English
false,es,6bTF0_GUsRg,Sky News,false,sandwich-waffle-caramel,true,English
false,es,9gb6KJYFJiw,BBC News,false,sandwich-waffle-caramel,false,English
false,es,CgBU_XWPZBY,BBC News,false,sandwich-waffle-caramel,false,English
false,es,21MIvkk7Imc,BBC News,false,sandwich-waffle-caramel,false,English
false,es,d36-St2T9iE,BBC News,false,sandwich-waffle-caramel,false,English
false,es,DW4B7s2ZdBg,CNBC,false,sandwich-waffle-caramel,true,English
false,es,O2QvxdbaMP8,BBC News,false,sandwich-waffle-caramel,true,English
false,es,GjiquXnnmR4,QuickTake by Bloomberg,false,sandwich-waffle-caramel,false,English
false,es,wXsV5XiBIxY,BBC News,false,sandwich-waffle-caramel,false,English
false,es,L1DqkGQ-aXw,BBC News,false,sandwich-waffle-caramel,false,English
false,es,ibqWi3LQza8,Reuters,false,sandwich-waffle-caramel,false,English
false,es,8AD_6OYA88c,Nine News Australia,false,sandwich-waffle-caramel,false,English
false,es,7Agd2SnLM84,Channel 4 News,false,sandwich-waffle-caramel,false,English
false,es,fZI-yGZiSkQ,CNA,false,sandwich-waffle-caramel,false,English
false,es,8qdNT1fDqRE,CBN News,false,sandwich-waffle-caramel,false,English
false,es,vwZJGK5HoAg,CBS Chicago,false,sandwich-waffle-caramel,false,English
false,es,28ZN0wsfBpk,Channel 4 News,false,sandwich-waffle-caramel,false,English
false,es,r5v3wHOlPcY,Channels Television,false,sandwich-waffle-caramel,false,English
false,es,rAypPakwvfE,Fox Business,false,sandwich-waffle-caramel,false,English
false,es,SoC-EMmh8Yk,BBC News,false,sandwich-waffle-caramel,false,English
false,es,CnVbT0ht148,Daffodil International University,true,sandwich-waffle-caramel,false,English
false,es,3rpbS4M9NLk,Mel Robbins,true,sandwich-waffle-caramel,false,English
false,es,0XPQlUXosaA,BBC News,false,sandwich-waffle-caramel,true,English
false,es,yDWJtSsTnNM,DW News,false,sandwich-waffle-caramel,false,English
false,es,sEh14s5A6GI,CNN,false,sandwich-waffle-caramel,false,English
false,es,IeR-h9C2fgc,Refinery29,true,sandwich-waffle-caramel,false,English
false,es,bCdObFRyAtM,Thanthi TV,true,sandwich-waffle-caramel,false,English
false,es,TzAUudlHOSA,BBC Learning English,true,sandwich-waffle-caramel,false,English
false,es,-xPiXe43Y14,ETV Andhra Pradesh,false,sandwich-waffle-caramel,false,English
false,es,QLSvnF-7OFc,Oneindia Kannada | ಒನ್ಇಂಡಿಯಾ ಕನ್ನಡ,true,sandwich-waffle-caramel,true,English
false,es,onwYpQjkd-E,CityNews Toronto,true,sandwich-waffle-caramel,false,English
false,es,DbDNrf4z8YM,Gobierno de México,true,sandwich-waffle-caramel,false,English
false,es,4qPG4M7Z2Kw,Peak Prosperity,false,sandwich-waffle-caramel,false,English
false,es,d9D5csXovEM,Educar Portal,true,sandwich-waffle-caramel,false,English
false,es,b3V0gw88tgo,Murad Merali,true,sandwich-waffle-caramel,false,English
false,es,NzRzf_Sg14s,TRUMP BREAKING NEWS,true,sandwich-waffle-caramel,false,English
false,es,FrSRc0Q1N7M,The Lallantop,true,sandwich-waffle-caramel,false,English
false,es,3EwCrKhxyS8,Next Media Uganda,true,sandwich-waffle-caramel,false,English
false,es,BoJNpbolnpc,Mel Robbins,true,sandwich-waffle-caramel,false,English
false,es,oWW3ElCbBc0,Sathiyam News,true,sandwich-waffle-caramel,false,English
false,es,Ye9cpiSycdU,Laboni’s Kitchen & Vlogs,true,sandwich-waffle-caramel,false,English
false,es,VgcMM8mp1Co,Universal TV,true,sandwich-waffle-caramel,false,English
false,es,vA3hqnBIVQA,Thanthi TV,true,sandwich-waffle-caramel,false,English
false,es,ODfcyHgTJoE,Khmer Mjas Srok,true,sandwich-waffle-caramel,false,English
false,es,rVH3vmpoOVA,Channels Television,false,sandwich-waffle-caramel,false,English
false,es,iL53Y28Rp84,asianetnews,false,sandwich-waffle-caramel,false,English
false,es,55WvuKrtgwY,Balanço Geral,false,sandwich-waffle-caramel,true,Porutuguese
false,es,KmTGylRZN6Q,Justificando,true,sandwich-waffle-caramel,true,Porutuguese
false,es,e8wC_KvbVXo,DGP Mundo,false,sandwich-waffle-caramel,true,Porutuguese
false,es,hRbAz6Y4bKk,Frederico Porto,false,sandwich-waffle-caramel,false,Porutuguese
false,es,riYB5xFRHgg,Jornalismo TV Cultura,false,sandwich-waffle-caramel,true,Porutuguese
false,es,79OGOlJw-VQ,Christine Bueno,true,sandwich-waffle-caramel,true,Porutuguese
false,es,bORGGq8psSg,Pânico Jovem Pan,false,sandwich-waffle-caramel,false,Porutuguese
false,es,G1LoovRQQS4,BBC News Brasil,false,sandwich-waffle-caramel,true,Porutuguese
false,es,ePiRtMx6ulQ,Plano Piloto,false,sandwich-waffle-caramel,true,Porutuguese
false,es,YEvPmAu8u14,Pedro Superti,true,sandwich-waffle-caramel,true,Porutuguese
false,es,npAsIIcPFo8,CidadeAlertaRecord,false,sandwich-waffle-caramel,false,Porutuguese
false,es,EyY3M0SRHCE,Mistérios do Mundo,false,sandwich-waffle-caramel,false,Porutuguese
false,es,v7xWliG-Hoo,Aqui na Band,false,sandwich-waffle-caramel,true,Porutuguese
false,es,bqnwR7oIs6E,RockScience - Sergio Pistoi,true,sandwich-waffle-caramel,false,Porutuguese
false,es,QylAltkkiOg,Sala de Guerra,false,sandwich-waffle-caramel,false,Porutuguese
false,es,30fX2NECdLE,Clínica IMEB,true,sandwich-waffle-caramel,false,Porutuguese
false,es,l8p4Fxr6MMk,Aero Por Trás da Aviação,false,sandwich-waffle-caramel,false,Porutuguese
false,es,tcrZd5uxajw,BBC News Brasil,false,sandwich-waffle-caramel,true,Porutuguese
false,es,8hEH1y9UDrw,Fatos Desconhecidos,true,sandwich-waffle-caramel,false,Porutuguese
false,es,zF2pXXJIAGM,Atila Iamarino,false,sandwich-waffle-caramel,true,Porutuguese
false,es,dpSc-ETSDyc,Mistérios do Mundo,false,sandwich-waffle-caramel,true,Porutuguese
false,es,-HWdfLKxaak,Você Sabia?,false,sandwich-waffle-caramel,true,Porutuguese
false,es,qbMB2Si08S4,Domingo Espetacular,false,sandwich-waffle-caramel,false,Porutuguese
false,es,5BA-zjmk62o,Hoje em Dia,false,sandwich-waffle-caramel,true,Porutuguese
false,es,Kf66J3iEITI,Agência FAPESP,false,sandwich-waffle-caramel,false,Porutuguese
false,es,aKA3MkbKvI0,Qi News,false,sandwich-waffle-caramel,true,Porutuguese
false,es,PPgcSYf8qQU,euronews (em português),false,sandwich-waffle-caramel,true,Porutuguese
false,es,nr3LGSTbtUc,Coisa de Nerd,false,sandwich-waffle-caramel,true,Porutuguese
false,es,UCUCw6jU63E,Domingo Espetacular,false,sandwich-waffle-caramel,false,Porutuguese
false,es,IxJKQVUgWWA,tvbrasil,false,sandwich-waffle-caramel,false,Porutuguese
false,es,oXYbvA8X3as,BBC News Brasil,false,sandwich-waffle-caramel,false,Porutuguese
false,es,ovH_uXh86sA,Clínica IMEB,false,sandwich-waffle-caramel,false,Porutuguese
false,es,G7rTqS4hwHE,Band Jornalismo,false,sandwich-waffle-caramel,true,Porutuguese
false,es,LOCesf8Tzl4,BBC News Brasil,false,sandwich-waffle-caramel,true,Porutuguese
false,es,g1hV4jgUniI,Dr. Samuel Dalle Laste,false,sandwich-waffle-caramel,true,Porutuguese
false,es,M4UjwGOPh0M,Record News,false,sandwich-waffle-caramel,false,Porutuguese
false,es,tM2Q0bpKV3Y,BBC News Brasil,false,sandwich-waffle-caramel,false,Porutuguese
false,es,4IuCB1bILm8,Record News,false,sandwich-waffle-caramel,false,Porutuguese
false,es,tQ1WV30EQyA,Estadão,false,sandwich-waffle-caramel,true,Porutuguese
false,es,S1aEPClsmDM,Band Jornalismo,false,sandwich-waffle-caramel,true,Porutuguese
false,es,VfT1IaMZX4A,Record News,false,sandwich-waffle-caramel,true,Porutuguese
false,es,w5Z52cLs_ZY,Hoje no Mundo Militar,false,sandwich-waffle-caramel,true,Porutuguese
false,es,OJtpqttoTOs,tvbrasil,false,sandwich-waffle-caramel,false,Porutuguese
false,es,fAsRtZjRSV8,Fernando Cardoso,false,sandwich-waffle-caramel,false,Porutuguese
false,es,8zpwN4fPoFs,afpbr,false,sandwich-waffle-caramel,true,Porutuguese
false,es,2DZ1CBWWVfU,Drauzio Varella,false,sandwich-waffle-caramel,false,Porutuguese
false,es,NKUY8ez5yXQ,Domingo Espetacular,false,sandwich-waffle-caramel,false,Porutuguese
false,es,81ppA-wxUOg,Jornal O Globo,false,sandwich-waffle-caramel,true,Porutuguese
false,es,S9AnH6hgHpA,Jornal da Record,false,sandwich-waffle-caramel,false,Porutuguese
false,es,v_HEP84VvWY,TV FOLHA,false,sandwich-waffle-caramel,false,Porutuguese
false,es,R6pdo1zOFRs,Blog da Cidadania,false,sandwich-waffle-caramel,false,Porutuguese
false,es,7jHgS4yxS0A,Atila Iamarino,false,sandwich-waffle-caramel,false,Porutuguese
false,es,fngG7zLiUgs,Maro Schweder - espiritualidade e autoconhecimento,false,sandwich-waffle-caramel,false,Porutuguese
false,es,b_g6hH3FJjM,Record News,false,sandwich-waffle-caramel,false,Porutuguese
false,es,gINhBcOEowc,Record News,false,sandwich-waffle-caramel,false,Porutuguese
false,es,mPk4J4mRbCA,Band Jornalismo,false,sandwich-waffle-caramel,true,Porutuguese
false,es,H_JjhDvePV8,DW News,true,sandwich-waffle-caramel,false,Porutuguese
false,es,d9D5csXovEM,Educar Portal,true,sandwich-waffle-caramel,false,Porutuguese
false,es,dOjf4gHHZ00,Território Conhecimento,true,sandwich-waffle-caramel,false,Porutuguese
false,es,8_zXzu4ILGk,Inutilismo,false,sandwich-waffle-caramel,false,Porutuguese
false,es,vp3A_8vywC0,Jair Bolsonaro,false,sandwich-waffle-caramel,false,Porutuguese
false,es,2ebBEABQJRQ,Band Jornalismo,false,sandwich-waffle-caramel,false,Porutuguese
false,es,To5ROR0xlso,Global News,true,sandwich-waffle-caramel,false,Porutuguese
false,es,gIUSTrgUkng,Nando Moura,true,sandwich-waffle-caramel,false,Porutuguese
