uxLang,recommendedVideoId,hoursOffset,pseudonym,top20,isAPItoo,step
en,9AEMKudv5p0,47,succotash-basil-cranberry,true,false,Spanish
en,JGTtGCq9grE,47,succotash-basil-cranberry,true,false,Spanish
en,m3hsaL4GZ4M,47,succotash-basil-cranberry,true,true,Spanish
en,TxNwYce6WoM,47,succotash-basil-cranberry,true,true,Spanish
en,zun-CRis3gg,47,succotash-basil-cranberry,true,false,Spanish
en,sJ49HkgFylc,47,succotash-basil-cranberry,true,true,Spanish
en,NvW9gRwtQgI,47,succotash-basil-cranberry,true,false,Spanish
en,Y36en98lbNw,47,succotash-basil-cranberry,true,true,Spanish
en,TBuHqj-S9F4,47,succotash-basil-cranberry,true,true,Spanish
en,-PUT0hZiZEw,47,succotash-basil-cranberry,true,true,Spanish
en,gkoo5PbwO_E,47,succotash-basil-cranberry,true,true,Spanish
en,8wRJUVkSqZg,47,succotash-basil-cranberry,true,true,Spanish
en,NSes7TI_Pkk,47,succotash-basil-cranberry,false,true,Spanish
en,WKkkyLM0BYs,47,succotash-basil-cranberry,false,true,Spanish
en,CzbxKK2Kef0,47,succotash-basil-cranberry,false,false,Spanish
en,8UDPGYUV4sE,47,succotash-basil-cranberry,false,true,Spanish
en,4U564fHea9A,47,succotash-basil-cranberry,false,true,Spanish
en,Xs_NI20P8DE,47,succotash-basil-cranberry,false,false,Spanish
en,US2eN3xbu_I,47,succotash-basil-cranberry,false,false,Spanish
en,V6sKl6WtwYI,47,succotash-basil-cranberry,false,false,Spanish
en,tCMLOV_0P4k,47,succotash-basil-cranberry,false,true,Spanish
en,4ESWLnxyZUo,47,succotash-basil-cranberry,false,false,Spanish
en,yQXPGgh0WMk,47,succotash-basil-cranberry,false,true,Spanish
en,s42NMxiY06M,47,succotash-basil-cranberry,false,true,Spanish
en,qTxtJr5gqAE,47,succotash-basil-cranberry,false,false,Spanish
en,Ssv-IDzvzUo,47,succotash-basil-cranberry,false,true,Spanish
en,53w0-PcTkkw,47,succotash-basil-cranberry,false,true,Spanish
en,MYLZYYc3tMU,47,succotash-basil-cranberry,false,false,Spanish
en,8wSpjWH0qmU,47,succotash-basil-cranberry,false,false,Spanish
en,DXBfXH49H_U,47,succotash-basil-cranberry,false,false,Spanish
en,NgsvRpdMSJ8,47,succotash-basil-cranberry,false,false,Spanish
en,OACefvoAOlc,47,succotash-basil-cranberry,false,false,Spanish
en,B_Gzc2Z7uQY,47,succotash-basil-cranberry,false,true,Spanish
en,RvaH7FLe3aw,47,succotash-basil-cranberry,false,false,Spanish
en,cNgOmnGsofY,47,succotash-basil-cranberry,false,true,Spanish
en,_nkENTXHjpE,47,succotash-basil-cranberry,false,false,Spanish
en,vq6HC4aVMJ0,47,succotash-basil-cranberry,false,true,Spanish
en,oK1y6jnwKXY,47,succotash-basil-cranberry,false,false,Spanish
en,Cn00X-iAN3A,47,succotash-basil-cranberry,false,false,Spanish
en,Y3M6sWm7y48,47,succotash-basil-cranberry,false,false,Spanish
en,JLLvgPoLegk,47,succotash-basil-cranberry,false,false,Spanish
en,cn-4TVqSJSU,47,succotash-basil-cranberry,false,false,Spanish
en,edL8glxnD6A,47,succotash-basil-cranberry,false,false,Spanish
en,LcuH_bjXVCw,47,succotash-basil-cranberry,false,false,Spanish
en,4rjyRBw8294,47,succotash-basil-cranberry,false,false,Spanish
en,J9lX12PCius,47,succotash-basil-cranberry,false,false,Spanish
en,EXY76TKNy2Y,47,succotash-basil-cranberry,false,false,Spanish
en,HB2YU9vlIU4,47,succotash-basil-cranberry,false,true,Spanish
en,Vjh1lb4ZQvg,47,succotash-basil-cranberry,false,true,Spanish
en,CXlOk29j2Vw,47,succotash-basil-cranberry,false,false,Spanish
en,lgTPX1Ny06I,47,succotash-basil-cranberry,false,false,Spanish
en,Ztt_6BppwHs,47,succotash-basil-cranberry,false,true,Spanish
en,OOJqHPfG7pA,47,succotash-basil-cranberry,true,true,English
en,G9oqvJ3iXGI,47,succotash-basil-cranberry,true,false,English
en,C4iZLfiK3rk,47,succotash-basil-cranberry,true,false,English
en,6Af6b_wyiwI,47,succotash-basil-cranberry,true,false,English
en,T7TGH2rO9-Y,47,succotash-basil-cranberry,true,true,English
en,bE68xVXf8Kw,47,succotash-basil-cranberry,true,false,English
en,w-2GK7DDeB4,47,succotash-basil-cranberry,true,false,English
en,z2KpsZRpoZ8,47,succotash-basil-cranberry,true,false,English
en,2JsWf-2nN1Y,47,succotash-basil-cranberry,true,true,English
en,BtN-goy9VOY,47,succotash-basil-cranberry,true,true,English
en,vdx4Jo0GCRU,47,succotash-basil-cranberry,true,false,English
en,OTYfke545vI,47,succotash-basil-cranberry,true,false,English
en,F0b9n7M23hk,47,succotash-basil-cranberry,true,true,English
en,izwomieBwG0,47,succotash-basil-cranberry,true,false,English
en,tbAYN9zKIJQ,47,succotash-basil-cranberry,true,true,English
en,Wak8UQebNDs,47,succotash-basil-cranberry,true,false,English
en,3Uugj-zxA5E,47,succotash-basil-cranberry,true,true,English
en,RlSwsE22nX0,47,succotash-basil-cranberry,true,false,English
en,3x1aLAw_xkY,47,succotash-basil-cranberry,true,false,English
en,JKpVMivbTfg,47,succotash-basil-cranberry,true,false,English
en,9wzc6nFKimI,47,succotash-basil-cranberry,false,false,English
en,LVBc7-Te_yA,47,succotash-basil-cranberry,false,false,English
en,D9FkNPRwt_M,47,succotash-basil-cranberry,false,false,English
en,dSQztKXR6k0,47,succotash-basil-cranberry,false,false,English
en,2bI5pQGXl2o,47,succotash-basil-cranberry,false,false,English
en,fgBla7RepXU,47,succotash-basil-cranberry,false,false,English
en,JGTtGCq9grE,47,succotash-basil-cranberry,false,false,English
en,mNB8zN5CQGc,47,succotash-basil-cranberry,false,true,English
en,XjqD_9ScTlA,47,succotash-basil-cranberry,false,false,English
en,BWO6i8cH8SA,47,succotash-basil-cranberry,false,false,English
en,xkyO1DTqoWQ,47,succotash-basil-cranberry,false,false,English
en,_R_oAwOx4vM,47,succotash-basil-cranberry,false,false,English
en,Rga0hOwCcnU,47,succotash-basil-cranberry,false,false,English
en,ddlRvqhGdPk,47,succotash-basil-cranberry,false,false,English
en,DBgdxv9WQ_k,47,succotash-basil-cranberry,false,false,English
en,tRLDPy1A8pI,47,succotash-basil-cranberry,false,false,English
en,dkozG3IcXUU,47,succotash-basil-cranberry,false,true,English
en,VW2-ccYZG-A,47,succotash-basil-cranberry,false,false,English
en,qNkjJHliMZo,47,succotash-basil-cranberry,false,true,English
en,AbKMNpYBCTc,47,succotash-basil-cranberry,false,false,English
en,55WvuKrtgwY,47,succotash-basil-cranberry,true,true,Porutuguese
en,6Af6b_wyiwI,47,succotash-basil-cranberry,true,false,Porutuguese
en,zF2pXXJIAGM,47,succotash-basil-cranberry,true,true,Porutuguese
en,3x1aLAw_xkY,47,succotash-basil-cranberry,true,false,Porutuguese
en,Fqw-9yMV0sI,47,succotash-basil-cranberry,true,false,Porutuguese
en,JGTtGCq9grE,47,succotash-basil-cranberry,true,false,Porutuguese
en,LVBc7-Te_yA,47,succotash-basil-cranberry,true,false,Porutuguese
en,4Khn_z9FPmU,47,succotash-basil-cranberry,true,false,Porutuguese
en,aKA3MkbKvI0,47,succotash-basil-cranberry,true,true,Porutuguese
en,PWzbArPgo-o,47,succotash-basil-cranberry,true,false,Porutuguese
en,3Uugj-zxA5E,47,succotash-basil-cranberry,true,true,Porutuguese
